,Geo_FIPS,SE_T093_001,SE_T058_010,ratio10,ratio00
109,36005021800,26264.0,30323.0,0.503963835197527,0.5170587656265381
110,36005021900,18750.0,,,0.3691308199625947
111,36005022000,11190.0,55000.0,0.9140919742724659,0.22029727335367655
112,36005022300,19677.0,2499.0,0.041533015340125316,0.38738064770154546
113,36005022401,30278.0,32716.0,0.5437351460054181,0.5960822915641303
114,36005022500,20393.0,,,0.4014765232798504
115,36005022701,19219.0,4554.0,0.07568681546976018,0.3783640122059258
116,36005022702,20625.0,,,0.4060439019588542
117,36005022703,29063.0,41429.0,0.6885439345842543,0.5721626144305542
118,36005022800,32877.0,32300.0,0.5368212867091027,0.6472487449552121
119,36005022901,25402.0,21700.0,0.360650833485682,0.5000885913967911
120,36005022902,21600.0,,,0.42523870459690916
121,36005023000,26042.0,39674.0,0.6593760906779238,0.512688256718181
122,36005023100,15700.0,,,0.309085539915346
123,36005023200,30598.0,39965.0,0.6642124682145291,0.6023821242248253
124,36005023301,24094.0,,,0.4743380253962004
125,36005023302,31466.0,,,0.6194704203169603
126,36005023501,27591.0,,,0.5431833841913574
127,36005023502,19504.0,11513.0,0.19134437999634363,0.38397480066935724
128,36005023600,29669.0,16319.0,0.27121939869367945,0.5840929225317453
129,36005023702,16111.0,2499.0,0.041533015340125316,0.3171768874889261
130,36005023900,17548.0,20156.0,0.33498977878974223,0.3454670735308593
131,36005024000,29770.0,34132.0,0.5672688593794146,0.5860813072152771
132,36005024100,19692.0,56447.0,0.9381409031228706,0.3876759523575155
133,36005024300,21029.0,,,0.4139974406929816
134,36005024400,45000.0,66709.0,1.108693845668035,0.8859139679102274
135,36005024600,51350.0,55529.0,0.9228838770795592,1.0109262722708927
136,36005024700,37950.0,,,0.7471207796042918
137,36005024800,49063.0,52679.0,0.8755172929581678,0.9659021557239886
138,36005024900,63125.0,,,1.2427404272074023
139,36005025000,38854.0,51667.0,0.8586980006315544,0.764917806870755
140,36005025100,23841.0,,,0.46935722019883847
141,36005025200,46563.0,45898.0,0.7628180624574116,0.9166847130623093
142,36005025300,20956.0,,,0.4125602913672606
143,36005025400,45476.0,52593.0,0.8740879855074872,0.8952849689930111
144,36005025500,21135.0,,,0.4160842602618368
145,36005025600,34712.0,76250.0,1.2672638734231914,0.6833743478688847
146,36005025700,29570.0,,,0.5821439118023427
147,36005026100,55438.0,54821.0,0.9111170203925609,1.0914066345112707
148,36005026300,26343.0,17377.0,0.28880320430786616,0.5186140368146471
149,36005026400,49099.0,46293.0,0.7693829048180957,0.9666108868983168
150,36005026500,21306.0,24896.0,0.4137678871179511,0.41945073333989563
151,36005026601,31480.0,50813.0,0.8445046452492148,0.6197460379958657
152,36005026602,35248.0,40987.0,0.6811979590819193,0.6939265675755488
153,36005026900,31832.0,69083.0,1.1481493792484503,0.6266758539226301
154,36005027300,27819.0,34526.0,0.573817081886021,0.5476720149621026
155,36005027600,0.0,,,0.0
156,36005027700,25988.0,34444.0,0.5724542538516512,0.5116251599566887
157,36005027900,40308.0,57069.0,0.9484784523591883,0.7935426715227877
158,36005028100,39655.0,52616.0,0.8744702421512739,0.7806870754995571
159,36005028300,35362.0,62536.0,1.0393391946018713,0.6961708829609213
160,36005028400,0.0,46708.0,0.7762801442603334,0.0
161,36005028500,35634.0,44309.0,0.7364091143279762,0.7015257407225121
162,36005028600,48571.0,79583.0,1.3226578470641028,0.9562161630081701
163,36005028700,38446.0,58021.0,0.9643005534411407,0.756885520228369
164,36005028800,54776.0,66528.0,1.1056856520799747,1.0783738556944582
165,36005028900,31194.0,51767.0,0.8603599860393226,0.6141155625553696
166,36005029500,49352.0,70245.0,1.1674616496867158,0.9715916920956787
167,36005029600,29426.0,28772.0,0.4781864415230434,0.57930898710503
168,36005029700,59940.0,86699.0,1.4409247286808822,1.1800374052564229
169,36005030000,45289.0,48656.0,0.8086556200036563,0.8916035042819175
170,36005030100,48333.0,104844.0,1.7424919809204076,0.9515306624667782
171,36005030200,41031.0,35804.0,0.5950572553972976,0.8077763559405453
172,36005031000,56406.0,83875.0,1.3939902607655106,1.110463628309873
173,36005031200,50217.0,80500.0,1.3378982532533363,0.9886209272566198
174,36005031400,64167.0,70580.0,1.173029300802739,1.2632542573087902
175,36005031600,41364.0,47361.0,0.7871329089730592,0.814332119303081
176,36005031800,59179.0,57298.0,0.9522843989429772,1.1650556157102077
177,36005031900,0.0,,,0.0
178,36005032300,58071.0,72292.0,1.2014824909837292,1.1432424451225514
179,36005032400,18942.0,22031.0,0.3661520051853945,0.3729107195590117
180,36005032800,28347.0,63250.0,1.0512057704133357,0.5580667388522492
181,36005033000,30619.0,52750.0,0.8766973025976832,0.6027955507431834
182,36005033400,31250.0,97578.0,1.621732121191976,0.6152180332709912
183,36005033600,25065.0,33798.0,0.5617178281174692,0.4934540801259967
184,36005033800,25060.0,76667.0,1.2741943525735844,0.49335564524067327
185,36005034000,29459.0,26023.0,0.43249846266349784,0.5799586573481642
186,36005034200,40800.0,12115.0,0.2013495321511077,0.8032286642386062
187,36005034300,60417.0,83068.0,1.3805780385248219,1.1894280933162713
188,36005034400,40368.0,24722.0,0.4108760325084346,0.794723890146668
189,36005034500,51250.0,72268.0,1.2010836144858648,1.0089575745644257
190,36005035000,52656.0,21667.0,0.3601023783011185,1.0366374643173542
191,36005035100,49957.0,63750.0,1.0595156974521764,0.9835023132198051
192,36005035600,48859.0,,,0.9618860124027956
193,36005035800,43954.0,40096.0,0.6663896690987053,0.8653213899005807
194,36005035900,31767.0,90764.0,1.5084844355066562,0.6253962004134265
195,36005036100,12723.0,,,0.2504774091938183
196,36005036300,14632.0,18986.0,0.31554454951885524,0.2880598484102766
197,36005036400,62644.0,,,1.2332709912392952
198,36005036501,18125.0,,,0.35682645929717494
199,36005036502,18402.0,,,0.362279751944089
200,36005036700,17214.0,,,0.338891623191259
201,36005036800,36406.0,26071.0,0.4332962156592265,0.7167240870164386
202,36005036901,11172.0,,,0.21994290776651246
203,36005036902,15602.0,,,0.30715621616300814
204,36005037000,44375.0,25208.0,0.41895328159018763,0.8736096072448075
205,36005037100,16570.0,,,0.3262132099616104
206,36005037200,34180.0,22250.0,0.36979175322840663,0.6729008760704793
207,36005037300,22536.0,32222.0,0.5355249380910435,0.44366571512944186
208,36005037400,22137.0,22039.0,0.3662849640180159,0.43581061128063786
209,36005037600,30132.0,68625.0,1.1405374860808721,0.5932079929126882
210,36005037800,30893.0,26250.0,0.4362711695391314,0.6081897824589034
211,36005037900,22824.0,,,0.4493355645240673
212,36005038000,30734.0,24837.0,0.41278731572736793,0.6050595531056207
213,36005038100,19349.0,,,0.3809233192243331
214,36005038200,42102.0,36842.0,0.6123086639299307,0.8288611083768087
215,36005038500,14679.0,11700.0,0.19445229270887002,0.28898513633231615
216,36005038600,35696.0,26500.0,0.44042613305855177,0.7027463333005217
217,36005038700,17130.0,26080.0,0.4334457943459256,0.3372379171178266
218,36005038800,39420.0,,,0.7760606358893591
219,36005038900,21936.0,17500.0,0.29084744635942095,0.4318535288906388
220,36005039000,37222.0,,,0.7327886603012107
221,36005039100,19031.0,24394.0,0.4054247203709551,0.3746628605177675
222,36005039200,32440.0,,,0.6386455359779506
223,36005039300,13163.0,22500.0,0.373946716747827,0.25913967910227387
224,36005039400,30814.0,18942.0,0.31481327593943725,0.6066345112707944
225,36005039600,24045.0,,,0.4733733635200315
226,36005039700,13250.0,10345.0,0.171932390433612,0.2608524461069003
227,36005039800,40821.0,,,0.8036420907569642
228,36005039901,19375.0,17125.0,0.28461500108029053,0.38143518062801457
229,36005039902,16771.0,9081.0,0.15092489487942296,0.3301702923516094
230,36005040100,26779.0,16250.0,0.27007262876231947,0.527197558814844
231,36005040302,18750.0,23333.0,0.3877910551945354,0.3691308199625947
232,36005040400,37750.0,7404.0,0.1230533995911516,0.7431833841913574
233,36005040600,29773.0,,,0.5861403681464711
234,36005040701,22014.0,12938.0,0.21502767205703935,0.4333891131016832
235,36005040702,28198.0,25817.0,0.4290747727234955,0.5551333792696131
236,36005040800,29826.0,31389.0,0.5216805996443351,0.5871837779308987
237,36005040900,41147.0,30250.0,0.5027505858498562,0.8100600452800473
238,36005041100,35320.0,56250.0,0.9348667918695673,0.6953440299242052
239,36005041300,32037.0,27546.0,0.4578105004238063,0.6307116842208879
240,36005041400,33585.0,46324.0,0.7698981202945038,0.6611871247169997
241,36005041500,30763.0,47542.0,0.7901411025611195,0.6056304754404961
242,36005041800,42481.0,49097.0,0.8159849756519137,0.8363224726843194
243,36005041900,26530.0,30664.0,0.5096312054380162,0.5222955015257407
244,36005042000,26175.0,22404.0,0.37235121075636957,0.5153066246677822
245,36005042100,30272.0,57125.0,0.9494091641875384,0.5959641697017423
246,36005042200,35078.0,75781.0,1.259469161860759,0.6905797814745546
247,36005042300,35491.0,38125.0,0.6336319367115957,0.698710503002264
248,36005042400,46843.0,,,0.9221970666404173
249,36005042500,27914.0,49583.0,0.8240622247336669,0.5495422777832464
250,36005042600,50972.0,94018.0,1.5625654406754308,1.003484594940447
251,36005042800,61600.0,36696.0,0.6098821652345893,1.212717787183778
252,36005042901,27162.0,47969.0,0.7972377802522894,0.5347376710306132
253,36005042902,28381.0,28625.0,0.4757433229736243,0.5587360960724481
254,36005043000,48580.0,28478.0,0.4733002044242052,0.9563933458017522
255,36005043100,27774.0,12466.0,0.20718310093237383,0.5467861009941923
256,36005043500,80488.0,,,1.5845654099812974
257,36005043600,55588.0,36111.0,0.6001595505991457,1.0943596810709715
258,36005044200,36475.0,23929.0,0.3976964882248334,0.718082488433901
259,36005044800,63625.0,92813.0,1.542538516511825,1.2525839157397383
260,36005044901,52500.0,59888.0,0.9953298210041716,1.0335662958952654
261,36005044902,45379.0,53922.0,0.8961757715767256,0.893375332217738
262,36005045101,43106.0,50357.0,0.8369259917897921,0.8486268333497391
263,36005045102,39931.0,70938.0,1.1789792085625488,0.7861206811694065
264,36005045800,12960.0,,,0.2551432227581455
265,36005046000,30802.0,,,0.6063982675460183
266,36005046201,40843.0,33582.0,0.5581279396366899,0.8040752042523871
267,36005046202,39345.0,,,0.7745841126095088
268,36005048400,57853.0,,,1.138950684122453
269,36005050400,0.0,,,0.0
270,36005051600,56750.0,65451.0,1.0877860692383121,1.1172359484201202
271,36047000100,63333.0,97188.0,1.6152503781016803,1.246835318436854
272,36047000200,29219.0,27917.0,0.463976466286626,0.5752337828526429
273,36047000301,83739.0,161528.0,2.6845717894596883,1.6485677724185452
274,36047000700,66213.0,139018.0,2.310458874171085,1.3035338123831086
275,36047000900,79201.0,113323.0,1.8834117236450665,1.5592282704990648
276,36047001100,29732.0,74231.0,1.233708388040353,0.5853332020868196
277,36047001300,58828.0,101406.0,1.6853529226013395,1.1581454867605079
278,36047001800,85000.0,,,1.6733930504970962
279,36047002000,26813.0,112697.0,1.873007694992438,0.5278669160350428
280,36047002100,74464.0,170469.0,2.833169904768236,1.465971060143715
281,36047002200,28164.0,48672.0,0.8089215376688993,0.5544640220494144
282,36047002300,9876.0,,,0.1944285854906979
283,36047002901,11641.0,,,0.22917610000984348
284,36047003000,54375.0,61310.0,1.0189632535026343,1.0704793778915247
285,36047003100,40641.0,56786.0,0.9437750336552045,0.8000984348853234
286,36047003300,45213.0,96518.0,1.6041150758696339,0.8901072940250024
287,36047003400,51362.0,55855.0,0.9283019495088833,1.011162515995669
288,36047003500,44306.0,101875.0,1.6931476341637721,0.8722512058273452
289,36047003600,42476.0,54289.0,0.9022752580232346,0.836224037798996
290,36047003700,36667.0,37097.0,0.6165467267197394,0.721862388030318
291,36047003800,65234.0,78750.0,1.3088135086173944,1.2842602618367949
292,36047003900,38686.0,112031.0,1.8619388721767023,0.7616103947238901
293,36047004100,61486.0,130000.0,2.1605810300985557,1.2104734717984054
294,36047004300,56429.0,112034.0,1.8619887317389354,1.1109164287823605
295,36047004500,68182.0,103864.0,1.72620452392428,1.3422974702234471
296,36047004600,68594.0,60192.0,1.0003822566437868,1.350408504774092
297,36047004700,49427.0,121111.0,2.0128471472020477,0.9730682153755291
298,36047004900,62344.0,91602.0,1.522411873223753,1.2273648981198937
299,36047005000,61217.0,62193.0,1.0336385846532268,1.2051776749680088
300,36047005100,51767.0,93370.0,1.5517957752330935,1.019135741706861
301,36047005201,21804.0,25885.0,0.4302049228007778,0.4292548479181022
302,36047005202,54500.0,63346.0,1.0528012764047932,1.0729402500246088
303,36047005400,45267.0,56146.0,0.9331383270454885,0.8911703907864947
304,36047005601,43922.0,64837.0,1.0775814788346159,0.8646914066345113
305,36047005602,45089.0,55278.0,0.9187122937060612,0.8876661088689831
306,36047005800,41522.0,46528.0,0.7732885705263508,0.8174426616792991
307,36047005900,21674.0,51477.0,0.855540228356795,0.42669554089969486
308,36047006000,45396.0,78250.0,1.3005035815785537,0.8937100108278374
309,36047006200,34576.0,54375.0,0.9037045654739151,0.6806969189880894
310,36047006300,60274.0,79921.0,1.328275357742359,1.1866128555960231
311,36047006400,45213.0,62500.0,1.0387408798550748,0.8901072940250024
312,36047006500,62049.0,84181.0,1.399075936113281,1.2215572398858154
313,36047006600,37500.0,46605.0,0.7745682992903322,0.7382616399251895
314,36047006700,70536.0,114125.0,1.8967408466153668,1.3886406142336845
315,36047006800,35292.0,42933.0,0.7135401951170869,0.6947927945663943
316,36047006900,55417.0,93448.0,1.5530921238511526,1.0909932079929128
317,36047007000,39831.0,58250.0,0.9681065000249298,0.7841519834629392
318,36047007100,22011.0,95449.0,1.5863484518605926,0.4333300521704892
319,36047007200,35417.0,38839.0,0.64549851252306,0.6972536666994783
320,36047007400,35893.0,51189.0,0.8507537103824229,0.7066246677822621
321,36047007500,69107.0,82023.0,1.363210291013645,1.3605079240082685
322,36047007600,31573.0,64427.0,1.0707673386627665,0.6215769268628802
323,36047007700,44444.0,97404.0,1.6188402665824595,0.8749680086622699
324,36047007800,27750.0,42656.0,0.7089364955375692,0.5463136135446403
325,36047008000,26902.0,85125.0,1.414765078362612,0.5296190569937986
326,36047008200,28648.0,66250.0,1.1010653326463793,0.5639925189487154
327,36047008400,30054.0,44491.0,0.7394339277701142,0.5916724087016438
328,36047008500,10372.0,13380.0,0.22237364755937442,0.2041933261147751
329,36047008600,0.0,,,0.0
330,36047008800,26582.0,54375.0,0.9037045654739151,0.5233192243331036
331,36047009000,29338.0,29219.0,0.48561551629576694,0.5775765331233389
332,36047009200,26597.0,65060.0,1.0812877062939388,0.5236145289890737
333,36047009400,28822.0,56610.0,0.9408499393375326,0.5674180529579683
334,36047009600,29654.0,85833.0,1.4265319350496102,0.5837976178757752
335,36047009800,28594.0,35469.0,0.5894896042812744,0.5629294221872232
336,36047010000,29976.0,30556.0,0.5078362611976267,0.5901368244905995
337,36047010100,30788.0,51667.0,0.8586980006315544,0.606122649867113
338,36047010200,29485.0,71917.0,1.1952500457045987,0.5804705187518456
339,36047010400,24574.0,32721.0,0.5438182452758065,0.48378777438724285
340,36047010600,26895.0,37031.0,0.6154498163506125,0.5294812481543459
341,36047010800,28844.0,55292.0,0.9189449716631488,0.5678511664533911
342,36047011000,30786.0,21797.0,0.36226295933121705,0.6060832759129836
343,36047011200,19697.0,21228.0,0.3528062623610165,0.38777438724283886
344,36047011400,35107.0,38234.0,0.6354435008060629,0.6911507038094301
345,36047011600,26330.0,29342.0,0.4876597583473217,0.5183581061128064
346,36047011700,30833.0,80145.0,1.3319982050557597,0.6070085638350231
347,36047011800,24655.0,32431.0,0.538998487593279,0.48538241952948125
348,36047012000,31797.0,,,0.6259868097253667
349,36047012100,36343.0,39444.0,0.6555535242400572,0.7154838074613643
350,36047012200,31688.0,66169.0,1.099719124466087,0.6238409292253174
351,36047012700,19000.0,134375.0,2.233292891688411,0.37405256422876265
352,36047012801,40341.0,54896.0,0.9123635094483871,0.7941923417659218
353,36047012901,48024.0,102222.0,1.6989147235287274,0.9454473865537947
354,36047012902,55625.0,75000.0,1.24648905582609,1.0950880992223644
355,36047013000,36496.0,50538.0,0.8399341853778524,0.7184959149522591
356,36047013100,51131.0,104706.0,1.7401984410576876,1.0066148242937296
357,36047013200,34375.0,53922.0,0.8961757715767256,0.6767398365980903
358,36047013300,57885.0,91023.0,1.5127889777127757,1.1395806673885225
359,36047013400,43920.0,74485.0,1.237929830976084,0.8646520326803819
360,36047013500,51420.0,102045.0,1.6959730093569778,1.0123043606654198
361,36047013600,42500.0,68174.0,1.1330419318918379,0.8366965252485481
362,36047013700,57042.0,80154.0,1.3321477837424587,1.1229845457230043
363,36047013800,40117.0,47330.0,0.7866176934966511,0.7897824589034353
364,36047013900,42361.0,82941.0,1.3784673170569561,0.8339600354365587
365,36047014000,57436.0,52217.0,0.8678389203742791,1.1307412146864848
366,36047014100,41840.0,94479.0,1.5702271934052419,0.8237031203858648
367,36047014200,42713.0,50931.0,0.8464657880303811,0.8408898513633232
368,36047014300,31771.0,69063.0,1.1478169821668966,0.6254749483216852
369,36047014500,30735.0,51375.0,0.8538450032408715,0.6050792400826853
370,36047014700,34878.0,63438.0,1.0543303029799398,0.6866423860616202
371,36047014800,47250.0,96061.0,1.5965198025561336,0.9302096663057388
372,36047014900,47569.0,107574.0,1.7878641825524773,0.936489811989369
373,36047015000,34358.0,69259.0,1.151074473566122,0.676405157987991
374,36047015100,66815.0,123333.0,2.0497764629626554,1.315385372576041
375,36047015300,66809.0,102639.0,1.7058452026791204,1.315267250713653
376,36047015400,0.0,,,0.0
377,36047015500,63073.0,106806.0,1.775100134620818,1.2417167044000395
378,36047015700,68787.0,121026.0,2.0114344596054448,1.3542080913475736
379,36047015900,67317.0,101091.0,1.68011766856687,1.3252682350625062
380,36047016000,41049.0,51719.0,0.8595622330435939,0.8081307215277094
381,36047016100,65192.0,118924.0,1.9764995263341587,1.2834334088000787
382,36047016200,44034.0,86466.0,1.4370523026807824,0.8668963480657546
383,36047016300,59583.0,105682.0,1.7564194186375044,1.173009154444335
384,36047016400,60500.0,60104.0,0.9989197094849507,1.191062112412639
385,36047016500,77871.0,129073.0,2.145174425368545,1.5330445910030515
386,36047016700,68125.0,115045.0,1.9120311123668334,1.3411753125307608
387,36047016800,49444.0,54844.0,0.9114992770363476,0.9734028939856285
388,36047016900,43925.0,79048.0,1.3137662251325433,0.8647504675657053
389,36047017000,47569.0,58125.0,0.9660290182652196,0.936489811989369
390,36047017100,63587.0,91301.0,1.517409297146371,1.2518358106112806
391,36047017200,34617.0,47931.0,0.7966062257973375,0.681504085047741
392,36047017400,50250.0,68750.0,1.1426149678405824,0.9892705974997539
393,36047017500,0.0,,,0.0
394,36047017600,37633.0,29597.0,0.49189782113713043,0.7408800078747908
395,36047017700,0.0,,,0.0
396,36047017800,31652.0,49839.0,0.8283169073775533,0.6231321980509893
397,36047017900,38750.0,111250.0,1.8489587661420332,0.7628703612560291
398,36047018000,40565.0,31875.0,0.5297578487260882,0.7986022246284084
399,36047018100,48731.0,98043.0,1.6294603533380978,0.9593660793385176
400,36047018200,41108.0,35509.0,0.5901543984443817,0.809292253174525
401,36047018300,41648.0,83992.0,1.3959347836925993,0.8199232207894478
402,36047018400,45699.0,40000.0,0.6647941631072479,0.8996751648784329
403,36047018501,13668.0,48661.0,0.8087387192740447,0.26908160251993307
404,36047018600,37667.0,29449.0,0.4894380827336336,0.7415493650949897
405,36047018700,33750.0,83676.0,1.3906829098040518,0.6644354759326705
406,36047018800,38512.0,68684.0,1.1415180574714554,0.7581848607146373
407,36047019000,30786.0,47768.0,0.7938971895826754,0.6060832759129836
408,36047019100,38099.0,94297.0,1.5672023799631039,0.7500541391869279
409,36047019200,33839.0,39625.0,0.6585617178281175,0.6661876168914264
410,36047019300,36034.0,31983.0,0.5315527929664777,0.7094005315483808
411,36047019400,32500.0,41369.0,0.6875467433395934,0.6398267546018309
412,36047019500,42587.0,70433.0,1.17058618225332,0.8384092922531745
413,36047019600,36092.0,34764.0,0.5777726071565091,0.7105423762181317
414,36047019700,48885.0,103452.0,1.7193571440442752,0.962397873806477
415,36047019800,43527.0,42250.0,0.7021888347820306,0.8569150506939659
416,36047019900,38717.0,97273.0,1.6166630656982832,0.762220691012895
417,36047020000,38936.0,60238.0,1.00114676993136,0.7665321389900581
418,36047020100,45189.0,91250.0,1.5165616845884093,0.8896348065754504
419,36047020200,47422.0,91667.0,1.5234921637388024,0.9335958263608622
420,36047020300,38942.0,75905.0,1.2615300237663913,0.7666502608524461
421,36047020400,52321.0,62000.0,1.0304309528162343,1.030042327000689
422,36047020500,45256.0,95075.0,1.58013262643554,0.8909538340387834
423,36047020600,52679.0,82188.0,1.3659525669364623,1.0370902647898415
424,36047020700,50137.0,102202.0,1.6985823264471738,0.987045969091446
425,36047020800,46544.0,48807.0,0.8111652179693862,0.9163106604980805
426,36047021000,33333.0,58082.0,0.9653143645398793,0.6562260064967025
427,36047021200,29179.0,55365.0,0.9201582210108196,0.5744463037700561
428,36047021300,28696.0,34455.0,0.5726370722465057,0.5649374938478197
429,36047021400,32069.0,21458.0,0.35662882879888314,0.6313416674869574
430,36047021500,39489.0,92357.0,1.5349598630524024,0.7774190373068215
431,36047021600,25616.0,43102.0,0.7163489504562149,0.5043016044886308
432,36047021700,30712.0,83536.0,1.3883561302331766,0.6046264396101979
433,36047021800,30259.0,31943.0,0.5308879988033705,0.5957082389999016
434,36047021900,26469.0,66250.0,1.1010653326463793,0.5210945959247958
435,36047022000,24846.0,30058.0,0.49955957386694144,0.4891426321488335
