Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,"Total Occupied Housing Units",census_fips
Manhattan,61,1,18700,"4,278",61018700
Manhattan,61,1,18800,"2,282",61018800
Manhattan,61,1,18900,"4,919",61018900
Manhattan,61,1,19000,"1,440",61019000
Manhattan,61,1,19100,"4,427",61019100
Manhattan,61,1,19200,"1,289",61019200
Manhattan,61,1,19300,"4,075",61019300
Manhattan,61,1,19400,"2,408",61019400
Manhattan,61,1,19500,"3,683",61019500
Manhattan,61,1,19600,"1,545",61019600
Manhattan,61,1,19701,306,61019701
Manhattan,61,1,19702,"1,034",61019702
Manhattan,61,1,19800,980,61019800
Manhattan,61,1,19900,"3,676",61019900
Manhattan,61,1,20000,"1,283",61020000
Manhattan,61,1,20101,300,61020101
Manhattan,61,1,20102,"1,626",61020102
Manhattan,61,1,20300,721,61020300
Manhattan,61,1,20500,"1,229",61020500
Manhattan,61,1,20600,"1,305",61020600
Manhattan,61,1,20701,"1,323",61020701
Manhattan,61,1,20800,"2,087",61020800
Manhattan,61,1,20901,"1,457",61020901
Manhattan,61,1,21000,"3,042",61021000
Manhattan,61,1,21100,"4,466",61021100
Manhattan,61,1,21200,"2,480",61021200
Manhattan,61,1,21303,"2,217",61021303
Manhattan,61,1,21400,"1,865",61021400
Manhattan,61,1,21500,"1,220",61021500
Manhattan,61,1,21600,"3,071",61021600
Manhattan,61,1,21703,4,61021703
Manhattan,61,1,21800,"2,729",61021800
Manhattan,61,1,21900,"2,039",61021900
Manhattan,61,1,22000,"2,323",61022000
Manhattan,61,1,22102,"1,145",61022102
Manhattan,61,1,22200,"1,111",61022200
Manhattan,61,1,22301,"2,305",61022301
Manhattan,61,1,22302,"1,426",61022302
Manhattan,61,1,22400,"2,553",61022400
Manhattan,61,1,22500,"3,518",61022500
Manhattan,61,1,22600,"1,749",61022600
Manhattan,61,1,22700,"2,150",61022700
Manhattan,61,1,22800,"2,315",61022800
Manhattan,61,1,22900,"2,865",61022900
Manhattan,61,1,23000,"3,343",61023000
Manhattan,61,1,23100,"2,615",61023100
Manhattan,61,1,23200,"2,959",61023200
Manhattan,61,1,23300,"2,345",61023300
Manhattan,61,1,23400,"1,902",61023400
Manhattan,61,1,23501,"2,335",61023501
Manhattan,61,1,23502,795,61023502
Manhattan,61,1,23600,"2,954",61023600
Manhattan,61,1,23700,"2,559",61023700
Manhattan,61,1,23801,"4,021",61023801
Manhattan,61,1,23802,480,61023802
Manhattan,61,1,23900,"1,007",61023900
Manhattan,61,1,24000,0,61024000
Manhattan,61,1,24100,"3,242",61024100
Manhattan,61,1,24200,"1,227",61024200
Manhattan,61,1,24301,"1,410",61024301
Manhattan,61,1,24302,"2,581",61024302
Manhattan,61,1,24500,"4,713",61024500
Manhattan,61,1,24700,"2,480",61024700
Manhattan,61,1,24900,377,61024900
Manhattan,61,1,25100,784,61025100
Manhattan,61,1,25300,"3,763",61025300
Manhattan,61,1,25500,"2,240",61025500
Manhattan,61,1,25700,"1,604",61025700
Manhattan,61,1,25900,"1,469",61025900
Manhattan,61,1,26100,"3,606",61026100
Manhattan,61,1,26300,"2,799",61026300
Manhattan,61,1,26500,"2,676",61026500
Manhattan,61,1,26700,628,61026700
Manhattan,61,1,26900,"2,581",61026900
Manhattan,61,1,27100,"2,904",61027100
Manhattan,61,1,27300,"3,133",61027300
Manhattan,61,1,27500,"1,466",61027500
Manhattan,61,1,27700,"2,067",61027700
Manhattan,61,1,27900,"3,819",61027900
Manhattan,61,1,28100,"1,319",61028100
Manhattan,61,1,28300,"3,083",61028300
Manhattan,61,1,28500,"2,658",61028500
Manhattan,61,1,28700,"1,655",61028700
Manhattan,61,1,29100,"3,745",61029100
Manhattan,61,1,29300,"2,930",61029300
Manhattan,61,1,29500,"3,151",61029500
Manhattan,61,1,29700,0,61029700
Manhattan,61,1,29900,"1,478",61029900
Manhattan,61,1,30300,"1,706",61030300
Manhattan,61,1,30700,"1,761",61030700
Manhattan,61,1,30900,"3,358",61030900
Manhattan,61,1,31100,1,61031100
Manhattan,61,1,31703,"3,772",61031703
Manhattan,61,1,31704,"2,790",61031704
Manhattan,61,1,31900,1,61031900
Queens,81,4,100,"2,626",81000100
Queens,81,4,200,876,81000200
Queens,81,4,400,"1,226",81000400
Queens,81,4,600,"1,074",81000600
Queens,81,4,700,"2,379",81000700
Queens,81,4,800,946,81000800
Queens,81,4,1000,963,81001000
Queens,81,4,1200,"1,255",81001200
Queens,81,4,1400,"1,121",81001400
Queens,81,4,1600,788,81001600
Queens,81,4,1800,852,81001800
Queens,81,4,1900,548,81001900
Queens,81,4,2000,483,81002000
Queens,81,4,2200,720,81002200
Queens,81,4,2400,637,81002400
Queens,81,4,2500,"3,085",81002500
Queens,81,4,2600,599,81002600
Queens,81,4,2800,910,81002800
Queens,81,4,3000,410,81003000
Queens,81,4,3100,482,81003100
Queens,81,4,3200,470,81003200
Queens,81,4,3300,882,81003300
Queens,81,4,3400,617,81003400
Queens,81,4,3600,960,81003600
Queens,81,4,3700,0,81003700
Queens,81,4,3800,726,81003800
Queens,81,4,3900,435,81003900
Queens,81,4,4001,677,81004001
Queens,81,4,4002,396,81004002
Queens,81,4,4200,"1,156",81004200
Queens,81,4,4300,"1,037",81004300
Queens,81,4,4401,957,81004401
Queens,81,4,4500,"1,479",81004500
Queens,81,4,4700,"1,823",81004700
Queens,81,4,5000,7,81005000
Queens,81,4,5100,732,81005100
Queens,81,4,5200,780,81005200
Queens,81,4,5300,"2,405",81005300
Queens,81,4,5400,"1,618",81005400
Queens,81,4,5500,373,81005500
Queens,81,4,5700,"1,774",81005700
Queens,81,4,5800,"1,932",81005800
Queens,81,4,5900,"1,872",81005900
Queens,81,4,6100,"2,674",81006100
Queens,81,4,6201,"2,802",81006201
Queens,81,4,6202,"2,462",81006202
Queens,81,4,6300,"2,767",81006300
Queens,81,4,6501,"1,871",81006501
Queens,81,4,6502,"1,743",81006502
Queens,81,4,6900,"1,902",81006900
Queens,81,4,7100,"1,810",81007100
Queens,81,4,7300,"2,130",81007300
Queens,81,4,7500,"2,175",81007500
Queens,81,4,7700,586,81007700
Queens,81,4,7900,"1,219",81007900
Queens,81,4,8100,364,81008100
Queens,81,4,8300,"1,040",81008300
Queens,81,4,8500,397,81008500
Queens,81,4,8600,899,81008600
Queens,81,4,8700,"1,530",81008700
Queens,81,4,8800,"1,134",81008800
Queens,81,4,9100,"1,247",81009100
Queens,81,4,9400,862,81009400
Queens,81,4,9500,966,81009500
Queens,81,4,9600,882,81009600
Queens,81,4,9700,"1,598",81009700
Queens,81,4,9800,768,81009800
Queens,81,4,9900,0,81009900
Queens,81,4,10000,989,81010000
Queens,81,4,10100,"1,088",81010100
Queens,81,4,10200,742,81010200
Queens,81,4,10300,"1,872",81010300
Queens,81,4,10400,878,81010400
Queens,81,4,10500,"1,670",81010500
Queens,81,4,10600,913,81010600
Queens,81,4,10701,0,81010701
Queens,81,4,10800,804,81010800
Queens,81,4,11000,834,81011000
Queens,81,4,11100,"1,261",81011100
Queens,81,4,11200,707,81011200
Queens,81,4,11300,"1,860",81011300
Queens,81,4,11400,383,81011400
Queens,81,4,11500,"1,085",81011500
Queens,81,4,11600,579,81011600
Queens,81,4,11700,"1,736",81011700
Queens,81,4,11800,684,81011800
Queens,81,4,11900,783,81011900
Queens,81,4,12000,650,81012000
Queens,81,4,12100,927,81012100
Queens,81,4,12200,878,81012200
Queens,81,4,12301,"1,227",81012301
Queens,81,4,12400,825,81012400
Queens,81,4,12500,697,81012500
Queens,81,4,12601,709,81012601
Queens,81,4,12602,740,81012602
Queens,81,4,12800,689,81012800
Queens,81,4,13000,530,81013000
Queens,81,4,13200,615,81013200
Queens,81,4,13400,"2,682",81013400
Queens,81,4,13500,596,81013500
Queens,81,4,13600,866,81013600
Queens,81,4,13700,739,81013700
Queens,81,4,13800,"1,386",81013800
Queens,81,4,14000,"1,366",81014000
Queens,81,4,14100,705,81014100
Queens,81,4,14201,"1,155",81014201
Queens,81,4,14202,638,81014202
Queens,81,4,14300,"1,704",81014300
Queens,81,4,14400,588,81014400
Queens,81,4,14500,951,81014500
Queens,81,4,14700,"1,376",81014700
Queens,81,4,14800,573,81014800
Queens,81,4,14900,"1,023",81014900
Queens,81,4,15000,610,81015000
Queens,81,4,15100,"1,174",81015100
Queens,81,4,15200,739,81015200
Queens,81,4,15300,938,81015300
Queens,81,4,15400,652,81015400
Queens,81,4,15500,931,81015500
Queens,81,4,15600,866,81015600
Queens,81,4,15700,661,81015700
Queens,81,4,15801,"1,012",81015801
Queens,81,4,15802,"1,204",81015802
Queens,81,4,15900,"1,916",81015900
Queens,81,4,16100,783,81016100
Queens,81,4,16300,"1,692",81016300
Queens,81,4,16400,860,81016400
Queens,81,4,16600,983,81016600
Queens,81,4,16800,769,81016800
Queens,81,4,16900,"2,383",81016900
Queens,81,4,17000,738,81017000
Queens,81,4,17100,2,81017100
Queens,81,4,17200,595,81017200
Queens,81,4,17400,665,81017400
Queens,81,4,17600,619,81017600
Queens,81,4,17800,569,81017800
Queens,81,4,17900,422,81017900
Queens,81,4,18000,328,81018000
Queens,81,4,18101,"1,675",81018101
Queens,81,4,18102,"1,938",81018102
Queens,81,4,18200,654,81018200
Queens,81,4,18300,"2,653",81018300
Queens,81,4,18401,616,81018401
Queens,81,4,18402,614,81018402
Queens,81,4,18501,"1,608",81018501
Queens,81,4,18502,"1,516",81018502
Queens,81,4,18600,476,81018600
Queens,81,4,18700,"1,097",81018700
Queens,81,4,18800,374,81018800
Queens,81,4,18900,"1,334",81018900
Queens,81,4,19000,592,81019000
Queens,81,4,19200,603,81019200
Queens,81,4,19400,785,81019400
Queens,81,4,19600,764,81019600
Queens,81,4,19800,814,81019800
Queens,81,4,19900,212,81019900
Queens,81,4,20200,383,81020200
Queens,81,4,20400,603,81020400
Queens,81,4,20500,365,81020500
Queens,81,4,20600,482,81020600
Queens,81,4,20800,702,81020800
Queens,81,4,21200,704,81021200
Queens,81,4,21400,"2,090",81021400
Queens,81,4,21600,"1,845",81021600
Queens,81,4,21900,3,81021900
Queens,81,4,22001,"2,709",81022001
Queens,81,4,22002,"2,465",81022002
Queens,81,4,22900,8,81022900
Queens,81,4,23000,543,81023000
Queens,81,4,23200,"1,610",81023200
Queens,81,4,23500,"2,541",81023500
Queens,81,4,23600,708,81023600
Queens,81,4,23800,"1,408",81023800
Queens,81,4,24000,"1,599",81024000
Queens,81,4,24300,"1,775",81024300
Queens,81,4,24500,"2,057",81024500
Queens,81,4,24600,0,81024600
Queens,81,4,24700,493,81024700
Queens,81,4,24900,"2,099",81024900
Queens,81,4,25100,"2,313",81025100
Queens,81,4,25301,"1,948",81025301
Queens,81,4,25302,"1,107",81025302
Queens,81,4,25400,"2,786",81025400
Queens,81,4,25500,533,81025500
Queens,81,4,25700,544,81025700
Queens,81,4,25800,531,81025800
Queens,81,4,25900,"1,142",81025900
Queens,81,4,26000,688,81026000
Queens,81,4,26100,"2,199",81026100
Queens,81,4,26200,381,81026200
Queens,81,4,26300,"1,981",81026300
Queens,81,4,26400,728,81026400
Queens,81,4,26500,"1,394",81026500
Queens,81,4,26600,792,81026600
Queens,81,4,26700,"1,963",81026700
Queens,81,4,26901,"1,569",81026901
Queens,81,4,26902,"1,415",81026902
Queens,81,4,27000,471,81027000
Queens,81,4,27100,"2,607",81027100
Queens,81,4,27200,527,81027200
Queens,81,4,27300,"2,332",81027300
Queens,81,4,27400,540,81027400
Queens,81,4,27500,"2,068",81027500
Queens,81,4,27600,352,81027600
Queens,81,4,27700,"2,759",81027700
Queens,81,4,27800,796,81027800
Queens,81,4,27900,"2,306",81027900
Queens,81,4,28000,496,81028000
Queens,81,4,28100,"2,309",81028100
Queens,81,4,28200,469,81028200
Queens,81,4,28300,"2,977",81028300
Queens,81,4,28400,"1,038",81028400
Queens,81,4,28500,"2,124",81028500
Queens,81,4,28700,"2,711",81028700
Queens,81,4,28800,"1,251",81028800
Queens,81,4,28900,"2,068",81028900
Queens,81,4,29100,"2,367",81029100
Queens,81,4,29300,381,81029300
Queens,81,4,29400,"2,218",81029400
Queens,81,4,29500,"1,618",81029500
Queens,81,4,29700,682,81029700
Queens,81,4,29900,0,81029900
Queens,81,4,30600,"1,260",81030600
Queens,81,4,30902,"2,633",81030902
Queens,81,4,30903,"1,968",81030903
Queens,81,4,30904,"1,237",81030904
Queens,81,4,31700,"2,538",81031700
Queens,81,4,32000,"1,068",81032000
Queens,81,4,32700,"1,181",81032700
Queens,81,4,32800,738,81032800
Queens,81,4,32900,"1,057",81032900
Queens,81,4,33000,"1,926",81033000
Queens,81,4,33100,0,81033100
Queens,81,4,33401,973,81033401
Queens,81,4,33402,"6,086",81033402
Queens,81,4,33700,981,81033700
Queens,81,4,33900,"1,101",81033900
Queens,81,4,34700,953,81034700
Queens,81,4,35100,"1,520",81035100
Queens,81,4,35200,739,81035200
Queens,81,4,35300,750,81035300
Queens,81,4,35700,"1,452",81035700
Queens,81,4,35800,"1,241",81035800
Queens,81,4,36100,711,81036100
Queens,81,4,36300,618,81036300
Queens,81,4,36500,946,81036500
Queens,81,4,36600,907,81036600
Queens,81,4,36700,775,81036700
Queens,81,4,36800,755,81036800
Queens,81,4,37100,481,81037100
Queens,81,4,37300,718,81037300
Queens,81,4,37500,922,81037500
Queens,81,4,37600,"1,848",81037600
Queens,81,4,37700,920,81037700
Queens,81,4,37900,"1,340",81037900
Queens,81,4,38100,"1,668",81038100
Queens,81,4,38301,0,81038301
Queens,81,4,38302,1,81038302
Queens,81,4,38400,705,81038400
Queens,81,4,39400,884,81039400
Queens,81,4,39800,474,81039800
Queens,81,4,39900,"1,025",81039900
Queens,81,4,40000,390,81040000
Queens,81,4,40100,"1,755",81040100
Queens,81,4,40200,427,81040200
Queens,81,4,40300,"1,540",81040300
Queens,81,4,40400,"1,264",81040400
Queens,81,4,40500,738,81040500
Queens,81,4,40700,"1,842",81040700
Queens,81,4,40900,"1,222",81040900
Queens,81,4,41100,912,81041100
Queens,81,4,41300,"1,076",81041300
Queens,81,4,41400,"1,239",81041400
Queens,81,4,41500,"1,107",81041500
Queens,81,4,42400,716,81042400
Queens,81,4,42600,0,81042600
Queens,81,4,42700,"1,212",81042700
Queens,81,4,43200,381,81043200
Queens,81,4,43400,515,81043400
Queens,81,4,43701,782,81043701
Queens,81,4,43702,"2,142",81043702
Queens,81,4,43900,"1,197",81043900
Queens,81,4,44000,"1,111",81044000
Queens,81,4,44301,"1,414",81044301
Queens,81,4,44302,"1,499",81044302
Queens,81,4,44400,930,81044400
Queens,81,4,44601,"1,261",81044601
Queens,81,4,44602,"1,333",81044602
Queens,81,4,44800,778,81044800
Queens,81,4,45000,558,81045000
Queens,81,4,45200,209,81045200
Queens,81,4,45400,"1,481",81045400
Queens,81,4,45500,"4,502",81045500
Queens,81,4,45600,357,81045600
Queens,81,4,45700,"1,086",81045700
Queens,81,4,45800,643,81045800
Queens,81,4,45900,"1,110",81045900
Queens,81,4,46000,"1,928",81046000
Queens,81,4,46100,787,81046100
Queens,81,4,46200,"2,069",81046200
Queens,81,4,46300,"1,110",81046300
Queens,81,4,46400,515,81046400
Queens,81,4,46500,"1,030",81046500
Queens,81,4,46600,"1,354",81046600
Queens,81,4,46700,"2,047",81046700
Queens,81,4,46800,"1,074",81046800
Queens,81,4,46900,"2,604",81046900
Queens,81,4,47000,867,81047000
Queens,81,4,47100,"1,346",81047100
Queens,81,4,47200,"1,287",81047200
Queens,81,4,47300,"1,536",81047300
Queens,81,4,47500,"1,589",81047500
Queens,81,4,47600,429,81047600
Queens,81,4,47800,"2,149",81047800
Queens,81,4,47900,"1,764",81047900
Queens,81,4,48000,682,81048000
Queens,81,4,48100,"2,289",81048100
Queens,81,4,48200,387,81048200
Queens,81,4,48300,"1,242",81048300
Queens,81,4,48400,"1,437",81048400
Queens,81,4,48500,"1,490",81048500
Queens,81,4,48900,427,81048900
Queens,81,4,49200,"1,798",81049200
Queens,81,4,49301,727,81049301
Queens,81,4,49302,930,81049302
Queens,81,4,49500,507,81049500
Queens,81,4,49600,833,81049600
Queens,81,4,49700,982,81049700
Queens,81,4,49900,"1,605",81049900
Queens,81,4,50000,"1,514",81050000
Queens,81,4,50201,405,81050201
Queens,81,4,50202,377,81050202
Queens,81,4,50400,536,81050400
Queens,81,4,50500,643,81050500
Queens,81,4,50600,448,81050600
Queens,81,4,50700,"1,311",81050700
Queens,81,4,50800,566,81050800
Queens,81,4,51000,439,81051000
Queens,81,4,51100,771,81051100
Queens,81,4,51200,699,81051200
Queens,81,4,51300,826,81051300
Queens,81,4,51500,"1,150",81051500
Queens,81,4,51600,547,81051600
Queens,81,4,51700,752,81051700
Queens,81,4,51800,570,81051800
Queens,81,4,52000,432,81052000
Queens,81,4,52100,711,81052100
Queens,81,4,52200,465,81052200
Queens,81,4,52400,523,81052400
Queens,81,4,52500,750,81052500
Queens,81,4,52600,534,81052600
Queens,81,4,52800,445,81052800
Queens,81,4,53000,657,81053000
Queens,81,4,53100,"1,207",81053100
Queens,81,4,53200,541,81053200
Queens,81,4,53401,592,81053401
Queens,81,4,53500,386,81053500
Queens,81,4,53601,448,81053601
Queens,81,4,53800,465,81053800
Queens,81,4,53900,"1,349",81053900
Queens,81,4,54000,"1,176",81054000
Queens,81,4,54200,"1,414",81054200
Queens,81,4,54500,"1,214",81054500
Queens,81,4,54700,"1,367",81054700
Queens,81,4,54800,614,81054800
Queens,81,4,54900,"1,609",81054900
Queens,81,4,55100,"1,610",81055100
Queens,81,4,55200,"1,009",81055200
Queens,81,4,55300,750,81055300
Queens,81,4,55400,728,81055400
Queens,81,4,55500,661,81055500
Queens,81,4,55600,610,81055600
Queens,81,4,55700,"1,331",81055700
Queens,81,4,55800,499,81055800
Queens,81,4,55900,396,81055900
Queens,81,4,56000,485,81056000
Queens,81,4,56100,28,81056100
Queens,81,4,56200,442,81056200
Queens,81,4,56400,529,81056400
Queens,81,4,56500,462,81056500
Queens,81,4,56600,428,81056600
Queens,81,4,56700,"1,520",81056700
Queens,81,4,56800,"1,415",81056800
Queens,81,4,57700,"1,308",81057700
Queens,81,4,57900,611,81057900
Queens,81,4,58000,"1,086",81058000
Queens,81,4,58100,"1,027",81058100
Queens,81,4,58200,"1,338",81058200
Queens,81,4,58300,"1,204",81058300
Queens,81,4,58500,"1,476",81058500
Queens,81,4,58700,"1,301",81058700
Queens,81,4,58900,"1,559",81058900
Queens,81,4,59000,353,81059000
Queens,81,4,59100,"2,016",81059100
Queens,81,4,59200,409,81059200
Queens,81,4,59300,"1,501",81059300
Queens,81,4,59400,508,81059400
Queens,81,4,59500,"1,659",81059500
Queens,81,4,59600,421,81059600
Queens,81,4,59800,542,81059800
Queens,81,4,59900,574,81059900
Queens,81,4,60000,367,81060000
Queens,81,4,60100,791,81060100
Queens,81,4,60300,661,81060300
Queens,81,4,60600,455,81060600
Queens,81,4,60701,10,81060701
Queens,81,4,60800,431,81060800
Queens,81,4,61000,399,81061000
Queens,81,4,61200,479,81061200
Queens,81,4,61301,"1,887",81061301
Queens,81,4,61302,11,81061302
Queens,81,4,61400,371,81061400
Queens,81,4,61601,684,81061601
Queens,81,4,61602,352,81061602
Queens,81,4,61800,675,81061800
Queens,81,4,61900,"1,127",81061900
Queens,81,4,62000,475,81062000
Queens,81,4,62100,"1,052",81062100
Queens,81,4,62200,629,81062200
Queens,81,4,62300,751,81062300
Queens,81,4,62400,1,81062400
Queens,81,4,62500,891,81062500
Queens,81,4,62600,826,81062600
Queens,81,4,62700,"1,036",81062700
Queens,81,4,62900,"1,067",81062900
Queens,81,4,63000,499,81063000
Queens,81,4,63200,663,81063200
Queens,81,4,63301,564,81063301
Queens,81,4,63302,577,81063302
Queens,81,4,63500,968,81063500
Queens,81,4,63700,"1,169",81063700
Queens,81,4,63800,990,81063800
Queens,81,4,63900,"1,083",81063900
Queens,81,4,64101,903,81064101
Queens,81,4,64102,61,81064102
Queens,81,4,64500,759,81064500
Queens,81,4,64600,923,81064600
Queens,81,4,65000,841,81065000
Queens,81,4,65400,852,81065400
Queens,81,4,65501,0,81065501
Queens,81,4,65600,"1,448",81065600
Queens,81,4,65702,733,81065702
Queens,81,4,65703,"1,054",81065703
Queens,81,4,65900,688,81065900
Queens,81,4,66000,988,81066000
Queens,81,4,66100,644,81066100
Queens,81,4,66300,958,81066300
Queens,81,4,66400,"2,942",81066400
Queens,81,4,66501,"1,420",81066501
Queens,81,4,66701,"1,034",81066701
Queens,81,4,66900,708,81066900
Queens,81,4,67100,836,81067100
Queens,81,4,67700,687,81067700
Queens,81,4,67900,"1,656",81067900
Queens,81,4,68000,"1,474",81068000
Queens,81,4,68200,363,81068200
Queens,81,4,68300,"1,554",81068300
Queens,81,4,68700,"1,871",81068700
Queens,81,4,69000,"1,009",81069000
Queens,81,4,69300,"1,259",81069300
Queens,81,4,69400,"1,013",81069400
Queens,81,4,69500,829,81069500
Queens,81,4,69701,"1,671",81069701
Queens,81,4,69702,"1,485",81069702
Queens,81,4,70300,805,81070300
Queens,81,4,70700,932,81070700
Queens,81,4,70900,"1,021",81070900
Queens,81,4,71100,"2,725",81071100
Queens,81,4,71303,"2,599",81071303
Queens,81,4,71304,"3,115",81071304
Queens,81,4,71305,"2,426",81071305
Queens,81,4,71306,"2,749",81071306
Queens,81,4,71600,0,81071600
Queens,81,4,71701,"2,449",81071701
Queens,81,4,71702,"1,848",81071702
Queens,81,4,71900,960,81071900
Queens,81,4,72100,"2,240",81072100
Queens,81,4,72300,817,81072300
Queens,81,4,72900,501,81072900
Queens,81,4,73100,564,81073100
Queens,81,4,73700,"1,125",81073700
Queens,81,4,73900,"2,619",81073900
Queens,81,4,74100,"1,547",81074100
Queens,81,4,74300,"1,819",81074300
Queens,81,4,74500,"1,528",81074500
Queens,81,4,74700,"1,289",81074700
Queens,81,4,74900,543,81074900
Queens,81,4,75701,"2,548",81075701
Queens,81,4,75702,"2,225",81075702
Queens,81,4,76901,"2,151",81076901
Queens,81,4,76902,645,81076902
Queens,81,4,77300,"1,118",81077300
Queens,81,4,77500,"1,036",81077500
Queens,81,4,77902,"1,735",81077902
Queens,81,4,77903,"1,155",81077903
Queens,81,4,77904,"2,163",81077904
Queens,81,4,77905,"1,161",81077905
Queens,81,4,77906,"1,414",81077906
Queens,81,4,77907,"1,003",81077907
Queens,81,4,77908,"1,322",81077908
Queens,81,4,78800,517,81078800
Queens,81,4,79000,777,81079000
Queens,81,4,79200,732,81079200
Queens,81,4,79300,1,81079300
Queens,81,4,79701,"2,803",81079701
Queens,81,4,79702,"1,514",81079702
Queens,81,4,79900,"1,033",81079900
Queens,81,4,80301,"1,315",81080301
Queens,81,4,80302,"1,103",81080302
Queens,81,4,80900,"2,682",81080900
Queens,81,4,81400,998,81081400
Queens,81,4,81800,"1,007",81081800
Queens,81,4,83700,"1,679",81083700
Queens,81,4,83800,"1,504",81083800
Queens,81,4,84000,"1,871",81084000
Queens,81,4,84500,"2,071",81084500
Queens,81,4,84601,862,81084601
Queens,81,4,84602,246,81084602
Queens,81,4,84900,"2,347",81084900
Queens,81,4,85300,"2,075",81085300
Queens,81,4,85500,"2,568",81085500
Queens,81,4,85700,"1,896",81085700
Queens,81,4,85900,"2,006",81085900
Queens,81,4,86100,851,81086100
Queens,81,4,86300,"2,628",81086300
Queens,81,4,86400,789,81086400
Queens,81,4,86500,"2,128",81086500
Queens,81,4,86900,733,81086900
Queens,81,4,87100,642,81087100
Queens,81,4,88400,"2,799",81088400
Queens,81,4,88901,"4,172",81088901
Queens,81,4,89200,"2,632",81089200
Queens,81,4,90700,448,81090700
Queens,81,4,91601,"1,736",81091601
Queens,81,4,91602,0,81091602
Queens,81,4,91800,8,81091800
Queens,81,4,91900,"1,658",81091900
Queens,81,4,92200,809,81092200
Queens,81,4,92500,"1,218",81092500
Queens,81,4,92800,"1,168",81092800
Queens,81,4,92900,"2,166",81092900
Queens,81,4,93401,"1,444",81093401
Queens,81,4,93402,"1,652",81093402
Queens,81,4,93800,"2,353",81093800
Queens,81,4,93900,"1,539",81093900
Queens,81,4,94201,"1,167",81094201
Queens,81,4,94202,"1,695",81094202
Queens,81,4,94203,"2,575",81094203
Queens,81,4,94500,"1,375",81094500
Queens,81,4,94700,824,81094700
Queens,81,4,95400,"1,680",81095400
Queens,81,4,96400,"1,230",81096400
Queens,81,4,97202,975,81097202
Queens,81,4,97203,"2,304",81097203
Queens,81,4,97204,"1,084",81097204
Queens,81,4,97300,735,81097300
Queens,81,4,98100,792,81098100
Queens,81,4,98700,917,81098700
Queens,81,4,99100,"2,933",81099100
Queens,81,4,99200,"1,187",81099200
Queens,81,4,99701,"1,213",81099701
Queens,81,4,99703,"1,845",81099703
Queens,81,4,99704,"3,805",81099704
Queens,81,4,99705,"1,064",81099705
Queens,81,4,99801,"2,455",81099801
Queens,81,4,99802,"2,615",81099802
Queens,81,4,99900,0,81099900
Queens,81,4,100801,618,81100801
Queens,81,4,100802,"2,303",81100802
Queens,81,4,101001,"3,237",81101001
Queens,81,4,101002,"1,584",81101002
Queens,81,4,101700,"2,419",81101700
Queens,81,4,102900,"1,251",81102900
Queens,81,4,103201,"1,915",81103201
Queens,81,4,103202,"1,719",81103202
Queens,81,4,103300,"1,487",81103300
Queens,81,4,103900,"2,169",81103900
Queens,81,4,104700,"2,771",81104700
Queens,81,4,105900,"1,290",81105900
Queens,81,4,107201,915,81107201
Queens,81,4,107202,0,81107202
Queens,81,4,108500,938,81108500
Queens,81,4,109300,"1,045",81109300
Queens,81,4,109700,648,81109700
Queens,81,4,109900,"1,156",81109900
Queens,81,4,111300,862,81111300
Queens,81,4,112300,810,81112300
Queens,81,4,112900,884,81112900
Queens,81,4,113300,634,81113300
Queens,81,4,113900,"1,403",81113900
Queens,81,4,114100,855,81114100
Queens,81,4,114700,602,81114700
Queens,81,4,115100,378,81115100
Queens,81,4,115500,695,81115500
Queens,81,4,115700,"1,245",81115700
Queens,81,4,115900,"1,404",81115900
Queens,81,4,116100,"1,528",81116100
Queens,81,4,116300,"2,772",81116300
Queens,81,4,116700,651,81116700
Queens,81,4,117100,945,81117100
Queens,81,4,117500,"1,909",81117500
Queens,81,4,118100,674,81118100
Queens,81,4,118500,698,81118500
Queens,81,4,118700,769,81118700
Queens,81,4,118900,732,81118900
Queens,81,4,119100,"1,072",81119100
Queens,81,4,119300,763,81119300
Queens,81,4,119500,440,81119500
Queens,81,4,119900,472,81119900
Queens,81,4,120100,480,81120100
Queens,81,4,120300,489,81120300
Queens,81,4,120500,990,81120500
Queens,81,4,120700,890,81120700
Queens,81,4,121100,0,81121100
Queens,81,4,121500,"1,277",81121500
Queens,81,4,122300,"1,161",81122300
Queens,81,4,122701,"4,224",81122701
Queens,81,4,122702,"2,734",81122702
Queens,81,4,124100,"1,279",81124100
Queens,81,4,124700,"1,164",81124700
Queens,81,4,125700,"1,006",81125700
Queens,81,4,126500,555,81126500
Queens,81,4,126700,678,81126700
Queens,81,4,127700,"1,152",81127700
Queens,81,4,128300,45,81128300
Queens,81,4,129102,"1,242",81129102
Queens,81,4,129103,"1,945",81129103
Queens,81,4,129104,"1,863",81129104
Queens,81,4,130100,"1,521",81130100
Queens,81,4,133300,"1,304",81133300
Queens,81,4,133900,431,81133900
Queens,81,4,134100,"1,047",81134100
Queens,81,4,134700,"3,870",81134700
Queens,81,4,136700,"2,355",81136700
Queens,81,4,137700,"2,335",81137700
Queens,81,4,138501,"1,457",81138501
Queens,81,4,138502,0,81138502
Queens,81,4,139900,564,81139900
Queens,81,4,140300,775,81140300
Queens,81,4,140901,299,81140901
Queens,81,4,140902,854,81140902
Queens,81,4,141700,"1,493",81141700
Queens,81,4,142900,"1,242",81142900
Queens,81,4,143500,727,81143500
