Borough,2010 Census FIPS County Code,2010 DCP Borough Code,2010 Census Tract,"Total Occupied Housing Units",census_fips
Brooklyn,047,3,036700,448,047036700
Brooklyn,047,3,036900,"1,738",047036900
Brooklyn,047,3,037000,"1,566",047037000
Brooklyn,047,3,037100,"1,473",047037100
Brooklyn,047,3,037300,"1,461",047037300
Brooklyn,047,3,037401,"1,918",047037401
Brooklyn,047,3,037402,"2,181",047037402
Brooklyn,047,3,037500,"1,112",047037500
Brooklyn,047,3,037700,"1,472",047037700
Brooklyn,047,3,037900,"1,392",047037900
Brooklyn,047,3,038100,"1,838",047038100
Brooklyn,047,3,038200,"2,015",047038200
Brooklyn,047,3,038300,"1,563",047038300
Brooklyn,047,3,038500,"1,355",047038500
Brooklyn,047,3,038600,"1,164",047038600
Brooklyn,047,3,038700,"1,445",047038700
Brooklyn,047,3,038800,"1,461",047038800
Brooklyn,047,3,038900,"1,029",047038900
Brooklyn,047,3,039000,798,047039000
Brooklyn,047,3,039100,812,047039100
Brooklyn,047,3,039200,"1,029",047039200
Brooklyn,047,3,039300,"1,267",047039300
Brooklyn,047,3,039400,797,047039400
Brooklyn,047,3,039500,"1,219",047039500
Brooklyn,047,3,039600,725,047039600
Brooklyn,047,3,039700,"1,211",047039700
Brooklyn,047,3,039800,877,047039800
Brooklyn,047,3,039900,"1,323",047039900
Brooklyn,047,3,040000,"1,104",047040000
Brooklyn,047,3,040100,"1,130",047040100
Brooklyn,047,3,040200,938,047040200
Brooklyn,047,3,040300,"1,190",047040300
Brooklyn,047,3,040400,856,047040400
Brooklyn,047,3,040500,524,047040500
Brooklyn,047,3,040600,"1,182",047040600
Brooklyn,047,3,040700,4,047040700
Brooklyn,047,3,040800,"1,111",047040800
Brooklyn,047,3,040900,"1,157",047040900
Brooklyn,047,3,041000,730,047041000
Brooklyn,047,3,041100,"1,154",047041100
Brooklyn,047,3,041200,"1,051",047041200
Brooklyn,047,3,041300,"1,247",047041300
Brooklyn,047,3,041401,490,047041401
Brooklyn,047,3,041402,697,047041402
Brooklyn,047,3,041500,"1,263",047041500
Brooklyn,047,3,041600,736,047041600
Brooklyn,047,3,041700,"1,320",047041700
Brooklyn,047,3,041800,866,047041800
Brooklyn,047,3,041900,"1,177",047041900
Brooklyn,047,3,042000,518,047042000
Brooklyn,047,3,042100,"1,249",047042100
Brooklyn,047,3,042200,"1,163",047042200
Brooklyn,047,3,042300,"1,182",047042300
Brooklyn,047,3,042400,"1,353",047042400
Brooklyn,047,3,042500,952,047042500
Brooklyn,047,3,042600,"1,450",047042600
Brooklyn,047,3,042700,"1,545",047042700
Brooklyn,047,3,042800,"1,580",047042800
Brooklyn,047,3,042900,"1,719",047042900
Brooklyn,047,3,043000,"1,321",047043000
Brooklyn,047,3,043100,"1,625",047043100
Brooklyn,047,3,043200,"1,496",047043200
Brooklyn,047,3,043300,"1,258",047043300
Brooklyn,047,3,043400,"1,274",047043400
Brooklyn,047,3,043500,"1,342",047043500
Brooklyn,047,3,043600,"1,578",047043600
Brooklyn,047,3,043700,"1,604",047043700
Brooklyn,047,3,043800,924,047043800
Brooklyn,047,3,043900,"1,192",047043900
Brooklyn,047,3,044000,920,047044000
Brooklyn,047,3,044100,"1,826",047044100
Brooklyn,047,3,044200,879,047044200
Brooklyn,047,3,044300,"1,756",047044300
Brooklyn,047,3,044400,"1,194",047044400
Brooklyn,047,3,044500,"1,484",047044500
Brooklyn,047,3,044600,652,047044600
Brooklyn,047,3,044700,746,047044700
Brooklyn,047,3,044800,773,047044800
Brooklyn,047,3,044900,"1,085",047044900
Brooklyn,047,3,045000,186,047045000
Brooklyn,047,3,045200,923,047045200
Brooklyn,047,3,045300,590,047045300
Brooklyn,047,3,045400,561,047045400
Brooklyn,047,3,045600,860,047045600
Brooklyn,047,3,045800,521,047045800
Brooklyn,047,3,046000,"1,257",047046000
Brooklyn,047,3,046201,"1,065",047046201
Brooklyn,047,3,046202,562,047046202
Brooklyn,047,3,046400,671,047046400
Brooklyn,047,3,046800,495,047046800
Brooklyn,047,3,047000,762,047047000
Brooklyn,047,3,047200,783,047047200
Brooklyn,047,3,047400,810,047047400
Brooklyn,047,3,047600,996,047047600
Brooklyn,047,3,047700,"1,540",047047700
Brooklyn,047,3,047800,"1,197",047047800
Brooklyn,047,3,048000,"1,067",047048000
Brooklyn,047,3,048100,"1,321",047048100
Brooklyn,047,3,048200,"1,982",047048200
Brooklyn,047,3,048400,"1,605",047048400
Brooklyn,047,3,048500,907,047048500
Brooklyn,047,3,048600,908,047048600
Brooklyn,047,3,048800,"1,423",047048800
Brooklyn,047,3,048900,"1,408",047048900
Brooklyn,047,3,049000,"2,197",047049000
Brooklyn,047,3,049100,"2,567",047049100
Brooklyn,047,3,049200,"1,107",047049200
Brooklyn,047,3,049300,"2,978",047049300
Brooklyn,047,3,049400,"1,964",047049400
Brooklyn,047,3,049500,"1,166",047049500
Brooklyn,047,3,049600,"1,413",047049600
Brooklyn,047,3,049700,"1,355",047049700
Brooklyn,047,3,049800,"1,593",047049800
Brooklyn,047,3,049900,827,047049900
Brooklyn,047,3,050000,"1,507",047050000
Brooklyn,047,3,050100,"1,369",047050100
Brooklyn,047,3,050202,"1,046",047050202
Brooklyn,047,3,050300,"1,194",047050300
Brooklyn,047,3,050400,"1,947",047050400
Brooklyn,047,3,050500,"1,729",047050500
Brooklyn,047,3,050600,"1,881",047050600
Brooklyn,047,3,050700,489,047050700
Brooklyn,047,3,050801,"1,344",047050801
Brooklyn,047,3,050803,909,047050803
Brooklyn,047,3,050804,"2,324",047050804
Brooklyn,047,3,050900,661,047050900
Brooklyn,047,3,051001,"1,351",047051001
Brooklyn,047,3,051002,"1,741",047051002
Brooklyn,047,3,051100,"1,646",047051100
Brooklyn,047,3,051200,"2,328",047051200
Brooklyn,047,3,051300,"1,847",047051300
Brooklyn,047,3,051400,"2,610",047051400
Brooklyn,047,3,051500,700,047051500
Brooklyn,047,3,051601,"1,857",047051601
Brooklyn,047,3,051602,"1,324",047051602
Brooklyn,047,3,051700,955,047051700
Brooklyn,047,3,051800,"1,335",047051800
Brooklyn,047,3,051900,"1,750",047051900
Brooklyn,047,3,052000,"1,374",047052000
Brooklyn,047,3,052300,"2,165",047052300
Brooklyn,047,3,052500,"1,216",047052500
Brooklyn,047,3,052600,"1,691",047052600
Brooklyn,047,3,052700,"2,344",047052700
Brooklyn,047,3,052800,641,047052800
Brooklyn,047,3,052900,"1,001",047052900
Brooklyn,047,3,053000,"1,124",047053000
Brooklyn,047,3,053100,"1,397",047053100
Brooklyn,047,3,053200,936,047053200
Brooklyn,047,3,053300,"1,755",047053300
Brooklyn,047,3,053400,"1,303",047053400
Brooklyn,047,3,053500,"1,124",047053500
Brooklyn,047,3,053700,683,047053700
Brooklyn,047,3,053800,"2,002",047053800
Brooklyn,047,3,053900,811,047053900
Brooklyn,047,3,054200,"1,569",047054200
Brooklyn,047,3,054300,179,047054300
Brooklyn,047,3,054400,"1,263",047054400
Brooklyn,047,3,054500,"2,342",047054500
Brooklyn,047,3,054600,"1,901",047054600
Brooklyn,047,3,054700,"1,504",047054700
Brooklyn,047,3,054800,699,047054800
Brooklyn,047,3,054900,"1,145",047054900
Brooklyn,047,3,055000,"1,423",047055000
Brooklyn,047,3,055100,"2,030",047055100
Brooklyn,047,3,055200,"1,441",047055200
Brooklyn,047,3,055300,"1,297",047055300
Brooklyn,047,3,055400,"1,702",047055400
Brooklyn,047,3,055500,905,047055500
Brooklyn,047,3,055600,"1,349",047055600
Brooklyn,047,3,055700,865,047055700
Brooklyn,047,3,055800,916,047055800
Brooklyn,047,3,056000,"1,446",047056000
Brooklyn,047,3,056100,"1,510",047056100
Brooklyn,047,3,056200,509,047056200
Brooklyn,047,3,056300,"2,006",047056300
Brooklyn,047,3,056400,981,047056400
Brooklyn,047,3,056500,"1,591",047056500
Brooklyn,047,3,056600,998,047056600
Brooklyn,047,3,056800,506,047056800
Brooklyn,047,3,056900,778,047056900
Brooklyn,047,3,057000,"1,423",047057000
Brooklyn,047,3,057100,"2,113",047057100
Brooklyn,047,3,057200,"2,190",047057200
Brooklyn,047,3,057300,"1,189",047057300
Brooklyn,047,3,057400,904,047057400
Brooklyn,047,3,057500,"1,970",047057500
Brooklyn,047,3,057600,976,047057600
Brooklyn,047,3,057800,"1,077",047057800
Brooklyn,047,3,057900,467,047057900
Brooklyn,047,3,058000,"1,219",047058000
Brooklyn,047,3,058200,"1,009",047058200
Brooklyn,047,3,058400,"1,460",047058400
Brooklyn,047,3,058600,800,047058600
Brooklyn,047,3,058800,"1,388",047058800
Brooklyn,047,3,058900,813,047058900
Brooklyn,047,3,059000,631,047059000
Brooklyn,047,3,059100,"1,833",047059100
Brooklyn,047,3,059200,"1,622",047059200
Brooklyn,047,3,059300,904,047059300
Brooklyn,047,3,059401,"2,977",047059401
Brooklyn,047,3,059402,"1,928",047059402
Brooklyn,047,3,059600,"1,118",047059600
Brooklyn,047,3,059800,"1,355",047059800
Brooklyn,047,3,060000,"2,649",047060000
Brooklyn,047,3,060600,"1,130",047060600
Brooklyn,047,3,060800,"1,668",047060800
Brooklyn,047,3,061002,"2,142",047061002
Brooklyn,047,3,061003,590,047061003
Brooklyn,047,3,061004,"3,227",047061004
Brooklyn,047,3,061200,410,047061200
Brooklyn,047,3,061600,503,047061600
Brooklyn,047,3,062000,688,047062000
Brooklyn,047,3,062200,"1,460",047062200
Brooklyn,047,3,062600,"1,088",047062600
Brooklyn,047,3,062800,"1,918",047062800
Brooklyn,047,3,063200,678,047063200
Brooklyn,047,3,063600,464,047063600
Brooklyn,047,3,063800,608,047063800
Brooklyn,047,3,064000,524,047064000
Brooklyn,047,3,064200,936,047064200
Brooklyn,047,3,064400,802,047064400
Brooklyn,047,3,064600,670,047064600
Brooklyn,047,3,064800,619,047064800
Brooklyn,047,3,065000,490,047065000
Brooklyn,047,3,065200,442,047065200
Brooklyn,047,3,065400,561,047065400
Brooklyn,047,3,065600,610,047065600
Brooklyn,047,3,065800,696,047065800
Brooklyn,047,3,066000,662,047066000
Brooklyn,047,3,066200,541,047066200
Brooklyn,047,3,066600,0,047066600
Brooklyn,047,3,067000,972,047067000
Brooklyn,047,3,067200,432,047067200
Brooklyn,047,3,067400,596,047067400
Brooklyn,047,3,067600,561,047067600
Brooklyn,047,3,067800,910,047067800
Brooklyn,047,3,068000,554,047068000
Brooklyn,047,3,068200,807,047068200
Brooklyn,047,3,068600,668,047068600
Brooklyn,047,3,068800,583,047068800
Brooklyn,047,3,069000,597,047069000
Brooklyn,047,3,069200,796,047069200
Brooklyn,047,3,069601,"1,488",047069601
Brooklyn,047,3,069602,"2,167",047069602
Brooklyn,047,3,069800,481,047069800
Brooklyn,047,3,070000,660,047070000
Brooklyn,047,3,070201,"2,427",047070201
Brooklyn,047,3,070202,13,047070202
Brooklyn,047,3,070203,0,047070203
Brooklyn,047,3,070600,"1,023",047070600
Brooklyn,047,3,072000,656,047072000
Brooklyn,047,3,072200,933,047072200
Brooklyn,047,3,072400,636,047072400
Brooklyn,047,3,072600,676,047072600
Brooklyn,047,3,072800,"1,324",047072800
Brooklyn,047,3,073000,651,047073000
Brooklyn,047,3,073200,711,047073200
Brooklyn,047,3,073400,555,047073400
Brooklyn,047,3,073600,"1,163",047073600
Brooklyn,047,3,073800,"1,069",047073800
Brooklyn,047,3,074000,"1,057",047074000
Brooklyn,047,3,074200,939,047074200
Brooklyn,047,3,074400,610,047074400
Brooklyn,047,3,074600,611,047074600
Brooklyn,047,3,074800,653,047074800
Brooklyn,047,3,075000,924,047075000
Brooklyn,047,3,075200,317,047075200
Brooklyn,047,3,075400,422,047075400
Brooklyn,047,3,075600,655,047075600
Brooklyn,047,3,075800,651,047075800
Brooklyn,047,3,076000,"1,064",047076000
Brooklyn,047,3,076200,"1,575",047076200
Brooklyn,047,3,076400,"1,257",047076400
Brooklyn,047,3,076600,704,047076600
Brooklyn,047,3,076800,"1,141",047076800
Brooklyn,047,3,077000,997,047077000
Brooklyn,047,3,077200,"1,164",047077200
Brooklyn,047,3,077400,"1,077",047077400
Brooklyn,047,3,077600,"1,589",047077600
Brooklyn,047,3,078000,625,047078000
Brooklyn,047,3,078200,"1,433",047078200
Brooklyn,047,3,078400,756,047078400
Brooklyn,047,3,078600,"1,689",047078600
Brooklyn,047,3,078800,"1,154",047078800
Brooklyn,047,3,079000,"1,839",047079000
Brooklyn,047,3,079200,"1,429",047079200
Brooklyn,047,3,079400,629,047079400
Brooklyn,047,3,079601,"1,797",047079601
Brooklyn,047,3,079602,"1,811",047079602
Brooklyn,047,3,079801,"1,308",047079801
Brooklyn,047,3,079802,"2,330",047079802
Brooklyn,047,3,080000,"1,325",047080000
Brooklyn,047,3,080200,"1,658",047080200
Brooklyn,047,3,080400,"1,251",047080400
Brooklyn,047,3,080600,"1,121",047080600
Brooklyn,047,3,080800,166,047080800
Brooklyn,047,3,081000,912,047081000
Brooklyn,047,3,081400,933,047081400
Brooklyn,047,3,081600,925,047081600
Brooklyn,047,3,081800,"1,693",047081800
Brooklyn,047,3,082000,"1,906",047082000
Brooklyn,047,3,082200,"2,738",047082200
Brooklyn,047,3,082400,"1,640",047082400
Brooklyn,047,3,082600,"1,929",047082600
Brooklyn,047,3,082800,"1,329",047082800
Brooklyn,047,3,083000,"2,126",047083000
Brooklyn,047,3,083200,719,047083200
Brooklyn,047,3,083400,544,047083400
Brooklyn,047,3,083600,686,047083600
Brooklyn,047,3,083800,703,047083800
Brooklyn,047,3,084000,757,047084000
Brooklyn,047,3,084600,668,047084600
Brooklyn,047,3,084800,534,047084800
Brooklyn,047,3,085000,431,047085000
Brooklyn,047,3,085200,9,047085200
Brooklyn,047,3,085400,668,047085400
Brooklyn,047,3,085600,"1,362",047085600
Brooklyn,047,3,085800,812,047085800
Brooklyn,047,3,086000,"1,192",047086000
Brooklyn,047,3,086200,"1,071",047086200
Brooklyn,047,3,086400,723,047086400
Brooklyn,047,3,086600,"1,189",047086600
Brooklyn,047,3,086800,"1,134",047086800
Brooklyn,047,3,087000,"1,154",047087000
Brooklyn,047,3,087200,"1,031",047087200
Brooklyn,047,3,087401,"1,346",047087401
Brooklyn,047,3,087600,594,047087600
Brooklyn,047,3,087800,960,047087800
Brooklyn,047,3,088000,"1,118",047088000
Brooklyn,047,3,088200,"2,529",047088200
Brooklyn,047,3,088400,"1,951",047088400
Brooklyn,047,3,088600,"1,745",047088600
Brooklyn,047,3,088800,"1,450",047088800
Brooklyn,047,3,089000,"2,250",047089000
Brooklyn,047,3,089200,"1,449",047089200
Brooklyn,047,3,089400,"1,142",047089400
Brooklyn,047,3,089600,"1,357",047089600
Brooklyn,047,3,089800,677,047089800
Brooklyn,047,3,090000,"1,900",047090000
Brooklyn,047,3,090200,943,047090200
Brooklyn,047,3,090600,"1,551",047090600
Brooklyn,047,3,090800,"1,256",047090800
Brooklyn,047,3,091000,"2,240",047091000
Brooklyn,047,3,091200,"2,315",047091200
Brooklyn,047,3,091600,"1,470",047091600
Brooklyn,047,3,091800,990,047091800
Brooklyn,047,3,092000,"1,040",047092000
Brooklyn,047,3,092200,"1,191",047092200
Brooklyn,047,3,092400,839,047092400
Brooklyn,047,3,092800,"1,028",047092800
Brooklyn,047,3,093000,960,047093000
Brooklyn,47,3,93200,400,47093200
Brooklyn,47,3,93400,948,47093400
Brooklyn,47,3,93600,581,47093600
Brooklyn,47,3,93800,867,47093800
Brooklyn,47,3,94401,"1,145",47094401
Brooklyn,47,3,94402,"1,180",47094402
Brooklyn,47,3,94600,679,47094600
Brooklyn,47,3,95000,947,47095000
Brooklyn,47,3,95400,"1,506",47095400
Brooklyn,47,3,95600,"1,288",47095600
Brooklyn,47,3,95800,"1,130",47095800
Brooklyn,47,3,96000,0,47096000
Brooklyn,47,3,96200,531,47096200
Brooklyn,47,3,96400,771,47096400
Brooklyn,47,3,96600,711,47096600
Brooklyn,47,3,96800,428,47096800
Brooklyn,47,3,97000,730,47097000
Brooklyn,47,3,97400,712,47097400
Brooklyn,47,3,98200,"1,589",47098200
Brooklyn,47,3,98400,653,47098400
Brooklyn,47,3,98600,986,47098600
Brooklyn,47,3,98800,"1,038",47098800
Brooklyn,47,3,99000,454,47099000
Brooklyn,47,3,99200,607,47099200
Brooklyn,47,3,99400,613,47099400
Brooklyn,47,3,99600,"1,127",47099600
Brooklyn,47,3,99800,"1,296",47099800
Brooklyn,47,3,100400,936,47100400
Brooklyn,47,3,100600,842,47100600
Brooklyn,47,3,100800,670,47100800
Brooklyn,47,3,101000,738,47101000
Brooklyn,47,3,101200,699,47101200
Brooklyn,47,3,101400,790,47101400
Brooklyn,47,3,101600,473,47101600
Brooklyn,47,3,101800,766,47101800
Brooklyn,47,3,102000,611,47102000
Brooklyn,47,3,102200,731,47102200
Brooklyn,47,3,102400,640,47102400
Brooklyn,47,3,102600,892,47102600
Brooklyn,47,3,102800,502,47102800
Brooklyn,47,3,103400,"1,570",47103400
Brooklyn,47,3,105801,"3,223",47105801
Brooklyn,47,3,105804,"3,035",47105804
Brooklyn,47,3,107000,129,47107000
Brooklyn,47,3,107800,"1,700",47107800
Brooklyn,47,3,109800,552,47109800
Brooklyn,47,3,110400,"1,641",47110400
Brooklyn,47,3,110600,"1,549",47110600
Brooklyn,47,3,111000,"1,391",47111000
Brooklyn,47,3,111600,"1,000",47111600
Brooklyn,47,3,111800,995,47111800
Brooklyn,47,3,112000,"1,088",47112000
Brooklyn,47,3,112200,"1,076",47112200
Brooklyn,47,3,112400,"1,081",47112400
Brooklyn,47,3,112600,"1,288",47112600
Brooklyn,47,3,112800,"1,386",47112800
Brooklyn,47,3,113000,"1,349",47113000
Brooklyn,47,3,113200,632,47113200
Brooklyn,47,3,113400,756,47113400
Brooklyn,47,3,114201,507,47114201
Brooklyn,47,3,114202,895,47114202
Brooklyn,47,3,114400,717,47114400
Brooklyn,47,3,114600,868,47114600
Brooklyn,47,3,115000,768,47115000
Brooklyn,47,3,115200,942,47115200
Brooklyn,47,3,115600,"1,505",47115600
Brooklyn,47,3,115800,956,47115800
Brooklyn,47,3,116000,821,47116000
Brooklyn,47,3,116200,729,47116200
Brooklyn,47,3,116400,919,47116400
Brooklyn,47,3,116600,859,47116600
Brooklyn,47,3,116800,607,47116800
Brooklyn,47,3,117000,520,47117000
Brooklyn,47,3,117201,754,47117201
Brooklyn,47,3,117202,"1,166",47117202
Brooklyn,47,3,117400,"1,166",47117400
Brooklyn,47,3,117601,822,47117601
Brooklyn,47,3,117602,981,47117602
Brooklyn,47,3,117800,479,47117800
Brooklyn,47,3,118000,2,47118000
Brooklyn,47,3,118201,842,47118201
Brooklyn,47,3,118202,895,47118202
Brooklyn,47,3,118400,"1,493",47118400
Brooklyn,47,3,118600,797,47118600
Brooklyn,47,3,118800,"1,247",47118800
Brooklyn,47,3,119000,600,47119000
Brooklyn,47,3,119200,961,47119200
Brooklyn,47,3,119400,"1,280",47119400
Brooklyn,47,3,119600,"1,694",47119600
Brooklyn,47,3,119800,992,47119800
Brooklyn,47,3,120000,616,47120000
Brooklyn,47,3,120200,501,47120200
Brooklyn,47,3,120800,"3,057",47120800
Brooklyn,47,3,121000,"1,437",47121000
Brooklyn,47,3,121400,"1,490",47121400
Brooklyn,47,3,122000,"1,988",47122000
Brooklyn,47,3,123700,"1,258",47123700
Brooklyn,47,3,150200,"1,037",47150200
Brooklyn,47,3,152200,"1,067",47152200
Brooklyn,47,3,990100,0,47990100
Manhattan,61,1,100,1,61000100
Manhattan,61,1,201,"1,015",61000201
Manhattan,61,1,202,"3,372",61000202
Manhattan,61,1,500,0,61000500
Manhattan,61,1,600,"4,036",61000600
Manhattan,61,1,700,"4,837",61000700
Manhattan,61,1,800,"3,583",61000800
Manhattan,61,1,900,386,61000900
Manhattan,61,1,1001,727,61001001
Manhattan,61,1,1002,"2,379",61001002
Manhattan,61,1,1200,"1,636",61001200
Manhattan,61,1,1300,"2,733",61001300
Manhattan,61,1,1401,"1,537",61001401
Manhattan,61,1,1402,"1,375",61001402
Manhattan,61,1,1501,"2,847",61001501
Manhattan,61,1,1502,"3,352",61001502
Manhattan,61,1,1600,"3,168",61001600
Manhattan,61,1,1800,"3,199",61001800
Manhattan,61,1,2000,"1,850",61002000
Manhattan,61,1,2100,"2,714",61002100
Manhattan,61,1,2201,"2,641",61002201
Manhattan,61,1,2202,"1,108",61002202
Manhattan,61,1,2400,"2,093",61002400
Manhattan,61,1,2500,"1,883",61002500
Manhattan,61,1,2601,"1,486",61002601
Manhattan,61,1,2602,"2,044",61002602
Manhattan,61,1,2700,612,61002700
Manhattan,61,1,2800,"3,279",61002800
Manhattan,61,1,2900,"2,103",61002900
Manhattan,61,1,3001,"2,462",61003001
Manhattan,61,1,3002,"1,809",61003002
Manhattan,61,1,3100,726,61003100
Manhattan,61,1,3200,"4,629",61003200
Manhattan,61,1,3300,"2,477",61003300
Manhattan,61,1,3400,"3,906",61003400
Manhattan,61,1,3601,"1,484",61003601
Manhattan,61,1,3602,"1,482",61003602
Manhattan,61,1,3700,"1,442",61003700
Manhattan,61,1,3800,"5,386",61003800
Manhattan,61,1,3900,"2,829",61003900
Manhattan,61,1,4000,"4,252",61004000
Manhattan,61,1,4100,"3,485",61004100
Manhattan,61,1,4200,"1,652",61004200
Manhattan,61,1,4300,"2,387",61004300
Manhattan,61,1,4400,"8,289",61004400
Manhattan,61,1,4500,516,61004500
Manhattan,61,1,4700,"1,441",61004700
Manhattan,61,1,4800,"3,691",61004800
Manhattan,61,1,4900,"2,906",61004900
Manhattan,61,1,5000,"3,270",61005000
Manhattan,61,1,5200,"1,465",61005200
Manhattan,61,1,5400,"2,592",61005400
Manhattan,61,1,5501,"2,082",61005501
Manhattan,61,1,5502,"1,195",61005502
Manhattan,61,1,5600,"1,987",61005600
Manhattan,61,1,5700,"1,571",61005700
Manhattan,61,1,5800,"2,187",61005800
Manhattan,61,1,5900,"2,867",61005900
Manhattan,61,1,6000,"2,323",61006000
Manhattan,61,1,6100,"2,387",61006100
Manhattan,61,1,6200,"1,327",61006200
Manhattan,61,1,6300,"3,881",61006300
Manhattan,61,1,6400,"4,873",61006400
Manhattan,61,1,6500,"3,397",61006500
Manhattan,61,1,6600,"6,489",61006600
Manhattan,61,1,6700,"3,570",61006700
Manhattan,61,1,6800,"4,021",61006800
Manhattan,61,1,6900,"1,307",61006900
Manhattan,61,1,7000,"5,395",61007000
Manhattan,61,1,7100,"3,259",61007100
Manhattan,61,1,7200,"4,992",61007200
Manhattan,61,1,7300,"4,181",61007300
Manhattan,61,1,7400,"2,455",61007400
Manhattan,61,1,7500,"2,415",61007500
Manhattan,61,1,7600,"1,433",61007600
Manhattan,61,1,7700,"3,842",61007700
Manhattan,61,1,7800,"5,076",61007800
Manhattan,61,1,7900,"2,628",61007900
Manhattan,61,1,8000,"3,365",61008000
Manhattan,61,1,8100,"4,992",61008100
Manhattan,61,1,8200,"2,112",61008200
Manhattan,61,1,8300,"2,159",61008300
Manhattan,61,1,8400,922,61008400
Manhattan,61,1,8601,"1,425",61008601
Manhattan,61,1,8602,0,61008602
Manhattan,61,1,8603,"2,799",61008603
Manhattan,61,1,8700,"3,982",61008700
Manhattan,61,1,8800,"4,882",61008800
Manhattan,61,1,8900,"3,181",61008900
Manhattan,61,1,9000,"4,809",61009000
Manhattan,61,1,9100,"3,943",61009100
Manhattan,61,1,9200,"1,199",61009200
Manhattan,61,1,9300,"5,215",61009300
Manhattan,61,1,9400,40,61009400
Manhattan,61,1,9500,"1,057",61009500
Manhattan,61,1,9600,105,61009600
Manhattan,61,1,9700,"2,662",61009700
Manhattan,61,1,9800,"4,615",61009800
Manhattan,61,1,9900,"1,091",61009900
Manhattan,61,1,10000,"1,191",61010000
Manhattan,61,1,10100,495,61010100
Manhattan,61,1,10200,117,61010200
Manhattan,61,1,10300,"1,328",61010300
Manhattan,61,1,10400,627,61010400
Manhattan,61,1,10601,"4,398",61010601
Manhattan,61,1,10602,"2,546",61010602
Manhattan,61,1,10800,"5,357",61010800
Manhattan,61,1,10900,113,61010900
Manhattan,61,1,11000,"4,433",61011000
Manhattan,61,1,11100,"2,047",61011100
Manhattan,61,1,11201,629,61011201
Manhattan,61,1,11202,245,61011202
Manhattan,61,1,11203,880,61011203
Manhattan,61,1,11300,84,61011300
Manhattan,61,1,11401,793,61011401
Manhattan,61,1,11402,"1,422",61011402
Manhattan,61,1,11500,"1,189",61011500
Manhattan,61,1,11600,"2,180",61011600
Manhattan,61,1,11700,"2,056",61011700
Manhattan,61,1,11800,"5,111",61011800
Manhattan,61,1,11900,"1,028",61011900
Manhattan,61,1,12000,"2,068",61012000
Manhattan,61,1,12100,"5,439",61012100
Manhattan,61,1,12200,"2,024",61012200
Manhattan,61,1,12400,"5,541",61012400
Manhattan,61,1,12500,"1,737",61012500
Manhattan,61,1,12600,"7,757",61012600
Manhattan,61,1,12700,"4,012",61012700
Manhattan,61,1,12800,"3,080",61012800
Manhattan,61,1,12900,"3,354",61012900
Manhattan,61,1,13000,"2,083",61013000
Manhattan,61,1,13100,"1,824",61013100
Manhattan,61,1,13200,"6,481",61013200
Manhattan,61,1,13300,"3,502",61013300
Manhattan,61,1,13400,"6,762",61013400
Manhattan,61,1,13500,"3,508",61013500
Manhattan,61,1,13600,"8,771",61013600
Manhattan,61,1,13700,"4,029",61013700
Manhattan,61,1,13800,"7,334",61013800
Manhattan,61,1,13900,"6,211",61013900
Manhattan,61,1,14000,"3,863",61014000
Manhattan,61,1,14200,"2,158",61014200
Manhattan,61,1,14300,0,61014300
Manhattan,61,1,14401,"2,633",61014401
Manhattan,61,1,14402,"3,866",61014402
Manhattan,61,1,14500,"2,716",61014500
Manhattan,61,1,14601,"2,600",61014601
Manhattan,61,1,14602,"4,790",61014602
Manhattan,61,1,14700,"1,516",61014700
Manhattan,61,1,14801,"1,446",61014801
Manhattan,61,1,14802,"3,568",61014802
Manhattan,61,1,14900,"3,205",61014900
Manhattan,61,1,15001,"1,067",61015001
Manhattan,61,1,15002,"2,480",61015002
Manhattan,61,1,15100,"4,202",61015100
Manhattan,61,1,15200,"3,727",61015200
Manhattan,61,1,15300,"5,310",61015300
Manhattan,61,1,15400,"7,818",61015400
Manhattan,61,1,15500,"5,512",61015500
Manhattan,61,1,15601,"2,997",61015601
Manhattan,61,1,15602,"1,010",61015602
Manhattan,61,1,15700,"6,246",61015700
Manhattan,61,1,15801,"2,660",61015801
Manhattan,61,1,15802,"1,594",61015802
Manhattan,61,1,15900,"5,509",61015900
Manhattan,61,1,16001,"1,633",61016001
Manhattan,61,1,16002,"1,183",61016002
Manhattan,61,1,16100,"3,803",61016100
Manhattan,61,1,16200,"3,976",61016200
Manhattan,61,1,16300,"3,831",61016300
Manhattan,61,1,16400,"2,363",61016400
Manhattan,61,1,16500,"3,414",61016500
Manhattan,61,1,16600,"2,997",61016600
Manhattan,61,1,16700,"3,351",61016700
Manhattan,61,1,16800,"1,623",61016800
Manhattan,61,1,16900,"4,358",61016900
Manhattan,61,1,17000,"3,257",61017000
Manhattan,61,1,17100,"4,547",61017100
Manhattan,61,1,17200,"2,164",61017200
Manhattan,61,1,17300,"4,793",61017300
Manhattan,61,1,17401,"2,051",61017401
Manhattan,61,1,17402,850,61017402
Manhattan,61,1,17500,"5,202",61017500
Manhattan,61,1,17700,"4,736",61017700
Manhattan,61,1,17800,"1,639",61017800
Manhattan,61,1,17900,"4,876",61017900
Manhattan,61,1,18000,"2,788",61018000
Manhattan,61,1,18100,"4,499",61018100
Manhattan,61,1,18200,"2,490",61018200
Manhattan,61,1,18300,"4,648",61018300
Manhattan,61,1,18400,"3,046",61018400
Manhattan,61,1,18500,"2,590",61018500
Manhattan,61,1,18600,"2,032",61018600
