GEO_ID,CENSUSAREA,income_change_field_1,income_change_Geo_FIPS,income_change_SE_T058_001,income_change_SE_T058_010,income_change_prec_change,NUMPOINTS
1400000US36005006700,0.08200,32,1645268332,16745.00000,8828.00000,-47.27979,753
1400000US36005006900,0.07300,34,1645268532,21316.00000,9837.00000,-53.85157,332
1400000US36005007000,0.07900,35,1645268632,46313.00000,40417.00000,-12.73077,308
1400000US36005007100,0.10200,36,1645268732,27303.00000,,,62
1400000US36005007200,0.08200,37,1645268832,39638.00000,16000.00000,-59.63469,646
1400000US36005007400,0.07200,39,1645269032,43725.00000,,,42
1400000US36005007500,0.08800,40,1645269132,24291.00000,20227.00000,-16.73048,631
1400000US36005007600,0.08400,1936,1645269232,40919.00000,45417.00000,10.99245,686
1400000US36005007800,0.11900,42,1645269432,38150.00000,31875.00000,-16.44823,476
1400000US36005007900,0.07600,43,1645269532,16161.00000,,,398
1400000US36005008300,0.08300,44,1645269932,25172.00000,12955.00000,-48.53409,673
1400000US36005008400,0.06100,45,1645270032,69722.00000,250001.00000,258.56831,51
1400000US36005008600,0.07200,47,1645270232,24250.00000,,,8
1400000US36005008700,0.08200,48,1645270332,24808.00000,2499.00000,-89.92664,589
1400000US36005008900,0.04200,49,1645270532,18387.00000,,,243
1400000US36005009000,0.37500,1937,1645270632,24129.00000,28167.00000,16.73505,43
1400000US36019100200,54.15300,,,,,,0
1400000US36019100400,232.71600,,,,,,0
1400000US36019100600,60.42500,,,,,,0
1400000US36019100700,16.05200,,,,,,0
1400000US36019100800,16.65200,,,,,,0
1400000US36019100900,1.28900,,,,,,0
1400000US36019101100,0.22500,,,,,,0
1400000US36019101300,0.39500,,,,,,0
1400000US36019101400,0.79300,,,,,,0
1400000US36019101600,3.66700,,,,,,0
1400000US36019101700,36.51700,,,,,,0
1400000US36019101800,245.26000,,,,,,0
1400000US36019101900,78.88700,,,,,,0
1400000US36019102000,39.10900,,,,,,0
1400000US36019102100,9.55000,,,,,,0
1400000US36021000100,35.85700,,,,,,0
1400000US36021000200,36.67600,,,,,,0
1400000US36021000300,53.22700,,,,,,0
1400000US36021000401,15.47600,,,,,,0
1400000US36021000500,25.00400,,,,,,0
1400000US36021000600,11.64800,,,,,,0
1400000US36021000700,45.13200,,,,,,0
1400000US36021000800,48.72200,,,,,,0
1400000US36021001000,47.55900,,,,,,0
1400000US36021001100,18.60700,,,,,,0
1400000US36021001200,0.89600,,,,,,0
1400000US36021001300,1.26200,,,,,,0
1400000US36021001400,38.16300,,,,,,0
1400000US36025971400,158.82200,,,,,,0
1400000US36027020003,6.65000,,,,,,0
1400000US36027020005,13.51100,,,,,,0
1400000US36027030000,38.14300,,,,,,0
1400000US36027040001,28.76100,,,,,,0
1400000US36027040003,26.42900,,,,,,0
1400000US36027050102,3.74900,,,,,,0
1400000US36027050103,6.28300,,,,,,0
1400000US36027050104,9.79900,,,,,,0
1400000US36027050203,10.34800,,,,,,0
1400000US36027050205,18.03200,,,,,,0
1400000US36027060100,2.79200,,,,,,0
1400000US36027060201,3.62400,,,,,,0
1400000US36027060202,10.67700,,,,,,0
1400000US36027060302,6.07200,,,,,,0
1400000US36027060400,0.81800,,,,,,0
1400000US36027070101,12.76900,,,,,,0
1400000US36027070102,7.94600,,,,,,0
1400000US36027070201,3.74400,,,,,,0
1400000US36027070301,8.82700,,,,,,0
1400000US36027080103,13.40100,,,,,,0
1400000US36027080104,14.96900,,,,,,0
1400000US36027080201,5.27000,,,,,,0
1400000US36027080202,6.24000,,,,,,0
1400000US36027090000,36.10900,,,,,,0
1400000US36027100000,43.16300,,,,,,0
1400000US36027110004,20.88300,,,,,,0
1400000US36027110005,1.99700,,,,,,0
1400000US36027120000,30.58300,,,,,,0
1400000US36027130003,12.71200,,,,,,0
1400000US36027130004,9.41400,,,,,,0
1400000US36027130005,10.45100,,,,,,0
1400000US36027140200,6.65900,,,,,,0
1400000US36027140300,1.77300,,,,,,0
1400000US36025970200,120.55300,,,,,,0
1400000US36025970400,49.92800,,,,,,0
1400000US36025970500,195.41200,,,,,,0
1400000US36025970600,96.83700,,,,,,0
1400000US36025970700,168.52300,,,,,,0
1400000US36025970800,63.88000,,,,,,0
1400000US36025971000,92.76900,,,,,,0
1400000US36025971100,87.11400,,,,,,0
1400000US36025971200,96.67400,,,,,,0
1400000US36025971300,136.77800,,,,,,0
1400000US36005019500,0.08500,94,1645281132,34821.00000,21897.00000,-37.11553,1235
1400000US36005019900,0.06900,96,1645281532,30880.00000,47902.00000,55.12306,642
1400000US36005020000,0.13500,1954,1645281632,32145.00000,22969.00000,-28.54565,321
1400000US36005020100,0.11000,97,1645281732,31538.00000,,,465
1400000US36005020400,0.05200,99,1645282032,39375.00000,22813.00000,-42.06222,241
1400000US36005020501,0.10600,1955,1645282133,23615.00000,,,769
1400000US36005020502,0.04000,1956,1645282134,35709.00000,36115.00000,1.13697,240
1400000US36005020601,0.05800,100,1645282233,43479.00000,14766.00000,-66.03878,42
1400000US36005021001,0.07400,1958,1645282633,47444.00000,36339.00000,-23.40654,40
1400000US36005021002,0.06700,1959,1645282634,47280.00000,26809.00000,-43.29738,147
1400000US36005021100,0.05900,101,1645282732,25875.00000,,,450
1400000US36005021200,0.03900,102,1645282832,50578.00000,32409.00000,-35.92273,25
1400000US36005021302,0.06400,104,1645282934,26302.00000,,,439
1400000US36005021501,0.03500,105,1645283133,27386.00000,,,180
1400000US36005021502,0.06000,106,1645283134,24181.00000,,,666
1400000US36005021601,0.06300,107,1645283233,26016.00000,25417.00000,-2.30243,422
1400000US36005021700,0.06200,1960,1645283332,17722.00000,,,1396
1400000US36005021800,0.12400,109,1645283432,33131.00000,30323.00000,-8.47545,1064
1400000US36005021900,0.05500,110,1645283532,35268.00000,,,242
1400000US36005022000,0.09000,111,1645283632,12359.00000,55000.00000,345.01982,185
1400000US36005022102,0.03100,1962,1645283734,22092.00000,9375.00000,-57.56382,1536
1400000US36005022200,0.08600,1963,1645283832,33516.00000,56563.00000,68.76417,298
1400000US36005022300,0.03500,112,1645283932,25597.00000,2499.00000,-90.23714,479
1400000US36005022403,0.04800,1964,1645284035,39519.00000,43218.00000,9.36005,328
1400000US36005022404,0.03600,1965,1645284036,46988.00000,50982.00000,8.50004,632
1400000US36005022500,0.06900,114,1645284132,35000.00000,,,2024
1400000US36005022701,0.04500,115,1645284333,32436.00000,4554.00000,-85.96004,825
1400000US36005022703,0.01600,117,1645284335,39141.00000,41429.00000,5.84553,208
1400000US36005022800,0.06600,118,1645284432,43977.00000,32300.00000,-26.55252,521
1400000US36005022901,0.04600,119,1645284533,27908.00000,21700.00000,-22.24452,1663
1400000US36005023000,0.06200,121,1645284632,39402.00000,39674.00000,0.69032,366
1400000US36027140400,3.94100,,,,,,0
1400000US36027140500,2.39200,,,,,,0
1400000US36027140602,2.13000,,,,,,0
1400000US36027140700,4.12900,,,,,,0
1400000US36027140801,3.06500,,,,,,0
1400000US36027150003,8.35700,,,,,,0
1400000US36027150004,13.80600,,,,,,0
1400000US36027150006,1.10200,,,,,,0
1400000US36027160003,19.09300,,,,,,0
1400000US36027160004,15.06500,,,,,,0
1400000US36027170000,49.63700,,,,,,0
1400000US36027180001,37.48200,,,,,,0
1400000US36027190101,2.98300,,,,,,0
1400000US36027190102,5.56200,,,,,,0
1400000US36027190203,3.06700,,,,,,0
1400000US36027190204,3.53700,,,,,,0
1400000US36027190401,3.95500,,,,,,0
1400000US36027190402,3.92000,,,,,,0
1400000US36027200001,56.23900,,,,,,0
1400000US36027200002,1.93100,,,,,,0
1400000US36027210101,1.32000,,,,,,0
1400000US36027210201,1.33500,,,,,,0
1400000US36027220100,0.48800,,,,,,0
1400000US36027220201,0.45100,,,,,,0
1400000US36027220300,0.73400,,,,,,0
1400000US36027220700,0.49800,,,,,,0
1400000US36027220801,0.72200,,,,,,0
1400000US36027221001,1.40600,,,,,,0
1400000US36005011000,0.79900,52,1645272632,41641.00000,,,12
1400000US36005011700,0.52900,1940,1645273332,11250.00000,,,166
1400000US36005011800,0.41800,54,1645273432,74607.00000,73571.00000,-1.38861,4
1400000US36005011900,0.06400,55,1645273532,20253.00000,,,720
1400000US36005012102,0.02000,57,1645273734,11396.00000,,,173
1400000US36005012300,0.11200,58,1645273932,13981.00000,71316.00000,410.09227,476
1400000US36005012500,0.06500,59,1645274132,32550.00000,61750.00000,89.70814,314
1400000US36005012701,0.04200,60,1645274333,15938.00000,37841.00000,137.42628,116
1400000US36005012901,0.06000,61,1645274533,18142.00000,,,704
1400000US36005013100,0.09000,63,1645274732,23596.00000,13056.00000,-44.66859,417
1400000US36005013200,0.23300,64,1645274832,78125.00000,72471.00000,-7.23712,106
1400000US36005013500,0.06500,66,1645275132,16782.00000,,,372
1400000US36005013800,0.29300,67,1645275432,58291.00000,57500.00000,-1.35698,0
1400000US36005014100,0.06800,68,1645275732,18900.00000,,,438
1400000US36005014300,0.05000,69,1645275932,8694.00000,,,70
1400000US36005014500,0.07000,71,1645276132,20368.00000,,,612
1400000US36005014701,0.05400,1941,1645276333,16892.00000,,,138
1400000US36005014702,0.04500,1942,1645276334,15625.00000,,,35
1400000US36005015100,0.08100,73,1645276732,25639.00000,,,1108
1400000US36005015200,0.11700,1943,1645276832,45161.00000,44418.00000,-1.64522,26
1400000US36005015300,0.09000,74,1645276932,19095.00000,,,335
1400000US36005015700,0.12400,76,1645277332,24336.00000,,,498
1400000US36005015800,0.06300,77,1645277432,44167.00000,46146.00000,4.48072,7
1400000US36005015900,0.04000,1944,1645277532,32400.00000,,,267
1400000US36005016000,0.19100,78,1645277632,73325.00000,60536.00000,-17.44153,36
1400000US36005016100,0.09300,79,1645277732,17011.00000,2499.00000,-85.30951,630
1400000US36005016300,0.22700,81,1645277932,,,,80
1400000US36005016500,0.07300,83,1645278132,16480.00000,,,130
1400000US36005016600,0.11700,84,1645278232,85234.00000,78224.00000,-8.22442,5
1400000US36005016700,0.08000,85,1645278332,39079.00000,,,424
1400000US36005017100,0.06500,87,1645278732,,,,111
1400000US36005017300,0.06400,88,1645278932,15417.00000,,,548
1400000US36005017500,0.05900,89,1645279132,14446.00000,9457.00000,-34.53551,1277
1400000US36005017702,0.05400,1946,1645279334,21384.00000,,,683
1400000US36005017901,0.03000,1947,1645279533,23045.00000,35000.00000,51.87676,1242
1400000US36005017902,0.03000,1948,1645279534,19233.00000,,,468
1400000US36005018102,0.03700,1950,1645279734,35424.00000,,,540
1400000US36005018301,0.02600,1951,1645279933,28630.00000,47500.00000,65.90988,1234
1400000US36005018302,0.04300,1952,1645279934,32467.00000,,,558
1400000US36005018400,0.17200,90,1645280032,58750.00000,46324.00000,-21.15064,13
1400000US36005018500,0.15900,1953,1645280132,22473.00000,,,919
1400000US36005019300,0.09200,92,1645280932,17287.00000,9107.00000,-47.31879,1538
1400000US36005019400,0.33800,93,1645281032,40455.00000,43804.00000,8.27833,59
1400000US36005039300,0.07000,223,1645300932,17988.00000,22500.00000,25.08339,1281
1400000US36005039400,0.05600,224,1645301032,35329.00000,18942.00000,-46.38399,604
1400000US36005039500,0.15800,1989,1645301132,27384.00000,25724.00000,-6.06193,437
1400000US36005039600,0.08600,225,1645301232,41938.00000,,,644
1400000US36005039700,0.20200,226,1645301332,17579.00000,10345.00000,-41.15137,624
1400000US36005039901,0.05900,228,1645301533,21418.00000,17125.00000,-20.04389,1303
1400000US36005039902,0.04700,229,1645301534,24095.00000,9081.00000,-62.31168,1507
1400000US36005040302,0.02400,231,1645301934,19324.00000,23333.00000,20.74622,844
1400000US36005040303,0.03400,1990,1645301935,25625.00000,24432.00000,-4.65561,584
1400000US36005040400,0.08300,232,1645302032,48065.00000,7404.00000,-84.59586,277
1400000US36005040501,0.03100,1992,1645302133,29775.00000,21696.00000,-27.13350,1183
1400000US36005040502,0.05500,1993,1645302134,24441.00000,8355.00000,-65.81564,849
1400000US36005040600,0.08600,233,1645302232,37045.00000,,,810
1400000US36005040702,0.07000,235,1645302334,29826.00000,25817.00000,-13.44129,1011
1400000US36005040800,0.04900,236,1645302432,32175.00000,31389.00000,-2.44289,807
1400000US36005040900,0.31800,237,1645302532,50313.00000,30250.00000,-39.87637,70
1400000US36005041300,0.06700,239,1645302932,40862.00000,27546.00000,-32.58773,673
1400000US36005041400,0.20200,240,1645303032,48966.00000,46324.00000,-5.39558,854
1400000US36005041500,0.05300,241,1645303132,30594.00000,47542.00000,55.39648,392
1400000US36005041800,0.10400,242,1645303432,42703.00000,49097.00000,14.97319,274
1400000US36005041900,0.12600,243,1645303532,33426.00000,30664.00000,-8.26303,1038
1400000US36005042100,0.09600,245,1645303732,35659.00000,57125.00000,60.19799,750
1400000US36005042300,0.07000,247,1645303932,37730.00000,38125.00000,1.04691,330
1400000US36005042400,0.06800,248,1645304032,65952.00000,,,140
1400000US36005042500,0.11200,249,1645304132,31381.00000,49583.00000,58.00325,1099
1400000US36005042600,0.19600,250,1645304232,68026.00000,94018.00000,38.20892,111
1400000US36005042901,0.03900,252,1645304533,27324.00000,47969.00000,75.55629,359
1400000US36005042902,0.03700,253,1645304534,29347.00000,28625.00000,-2.46022,482
1400000US36005043000,0.08000,254,1645304632,48990.00000,28478.00000,-41.86977,132
1400000US36005043100,0.08300,255,1645304732,32027.00000,12466.00000,-61.07659,1537
1400000US36005043400,0.13500,1994,1645305032,44180.00000,45341.00000,2.62789,472
1400000US36005023100,0.04700,122,1645284732,27228.00000,,,122
1400000US36005023200,0.05500,123,1645284832,51373.00000,39965.00000,-22.20622,229
1400000US36005023302,0.02500,125,1645284934,19696.00000,,,844
1400000US36005023501,0.02600,126,1645285133,25463.00000,,,612
1400000US36005023502,0.03700,127,1645285134,22445.00000,11513.00000,-48.70573,839
1400000US36005023702,0.01800,129,1645285334,19490.00000,2499.00000,-87.17804,91
1400000US36005023703,0.03900,1966,1645285335,26439.00000,,,942
1400000US36005023704,0.02600,1967,1645285336,22610.00000,14145.00000,-37.43919,795
1400000US36005023800,0.13200,1968,1645285432,48368.00000,72935.00000,50.79185,225
1400000US36005023900,0.06800,130,1645285532,19246.00000,20156.00000,4.72826,1468
1400000US36005024100,0.05200,132,1645285732,25694.00000,56447.00000,119.68942,2015
1400000US36005024300,0.05800,133,1645285932,25983.00000,,,849
1400000US36005024400,0.06700,134,1645286032,69545.00000,66709.00000,-4.07794,62
1400000US36005024501,0.04300,1969,1645286133,26168.00000,,,649
1400000US36005024600,0.05900,135,1645286232,68600.00000,55529.00000,-19.05394,10
1400000US36005024700,0.05400,136,1645286332,50600.00000,,,67
1400000US36005024800,0.10700,137,1645286432,60088.00000,52679.00000,-12.33025,94
1400000US36005025000,0.07000,139,1645286632,51324.00000,51667.00000,0.66830,31
1400000US36005025100,0.08000,140,1645286732,29254.00000,,,1142
1400000US36005025200,0.07400,141,1645286832,53088.00000,45898.00000,-13.54355,83
1400000US36005025300,0.04800,142,1645286932,22324.00000,,,778
1400000US36005025500,0.06700,144,1645287132,24430.00000,,,1061
1400000US36005025600,0.07300,145,1645287232,42188.00000,76250.00000,80.73860,73
1400000US36005025700,0.06100,146,1645287332,32941.00000,,,220
1400000US36005026300,0.06100,148,1645287932,21339.00000,17377.00000,-18.56694,830
1400000US36005026400,0.16400,149,1645288032,56146.00000,46293.00000,-17.54889,96
1400000US36005026601,0.06500,151,1645288233,54028.00000,50813.00000,-5.95062,57
1400000US36005026602,0.11800,152,1645288234,43083.00000,40987.00000,-4.86503,460
1400000US36005026702,0.06400,1972,1645288334,31901.00000,34792.00000,9.06241,1272
1400000US36005026900,0.14900,153,1645288532,35083.00000,69083.00000,96.91303,420
1400000US36005027300,0.08200,154,1645288932,40633.00000,34526.00000,-15.02966,808
1400000US36005027401,0.27200,1973,1645289033,66500.00000,67083.00000,0.87669,8
1400000US36005027402,0.18800,1974,1645289034,67206.00000,76765.00000,14.22343,36
1400000US36005027600,0.58900,155,1645289232,,,,0
1400000US36005027900,0.10200,157,1645289532,51667.00000,57069.00000,10.45542,541
1400000US36005028100,0.05000,158,1645289732,44974.00000,52616.00000,16.99204,41
1400000US36005028300,0.09200,159,1645289932,38777.00000,62536.00000,61.27086,203
1400000US36005028400,0.43100,160,1645290032,90170.00000,46708.00000,-48.20007,1
1400000US36005028600,0.07400,162,1645290232,85096.00000,79583.00000,-6.47857,34
1400000US36005028700,0.06000,163,1645290332,44709.00000,58021.00000,29.77477,208
1400000US36005028800,0.13000,164,1645290432,62386.00000,66528.00000,6.63931,18
1400000US36005028900,0.07700,165,1645290532,45968.00000,51767.00000,12.61530,258
1400000US36005029700,0.09300,168,1645291332,85859.00000,86699.00000,0.97835,35
1400000US36005030100,0.05600,170,1645291732,81705.00000,104844.00000,28.32018,7
1400000US36005030200,0.17100,171,1645291832,51544.00000,35804.00000,-30.53702,38
1400000US36005030701,0.15100,1977,1645292333,77217.00000,81938.00000,6.11394,26
1400000US36005030900,0.53000,1978,1645292532,86053.00000,76694.00000,-10.87586,15
1400000US36005031200,0.07800,173,1645292832,70750.00000,80500.00000,13.78092,27
1400000US36005031400,0.08100,174,1645293032,72478.00000,70580.00000,-2.61873,0
1400000US36005031600,0.06800,175,1645293232,68225.00000,47361.00000,-30.58117,39
1400000US36005031900,0.08200,177,1645293532,,,,0
1400000US36005032300,0.21300,178,1645293932,69784.00000,72292.00000,3.59395,46
1400000US36005032400,0.10400,179,1645294032,26297.00000,22031.00000,-16.22238,122
1400000US36005032600,0.12800,1979,1645294232,68610.00000,64886.00000,-5.42778,94
1400000US36005033000,0.08000,181,1645294632,41458.00000,52750.00000,27.23720,673
1400000US36005033201,0.04400,1980,1645294833,43895.00000,41250.00000,-6.02574,156
1400000US36005033400,1.17300,182,1645295032,28173.00000,97578.00000,246.35289,24
1400000US36005033500,0.26800,1982,1645295132,100111.00000,100417.00000,0.30566,69
1400000US36005033600,0.07100,183,1645295232,28181.00000,33798.00000,19.93187,774
1400000US36005033700,0.16700,1983,1645295332,84071.00000,79848.00000,-5.02314,2
1400000US36005034000,0.06100,185,1645295632,39897.00000,26023.00000,-34.77454,445
1400000US36005034200,0.06100,186,1645295832,70875.00000,12115.00000,-82.90653,168
1400000US36005034300,0.04700,187,1645295932,51747.00000,83068.00000,60.52718,68
1400000US36005034500,0.10500,189,1645296132,70469.00000,72268.00000,2.55290,21
1400000US36005034800,0.16900,1984,1645296432,44057.00000,19427.00000,-55.90485,43
1400000US36005035000,0.07400,190,1645296632,65568.00000,21667.00000,-66.95492,39
1400000US36005035100,0.21700,191,1645296732,62292.00000,63750.00000,2.34059,62
1400000US36005035800,0.25200,193,1645297432,60607.00000,40096.00000,-33.84263,194
1400000US36005035900,0.04900,194,1645297532,22051.00000,90764.00000,311.60945,261
1400000US36005036000,0.10300,1985,1645297632,66275.00000,39276.00000,-40.73783,111
1400000US36005036100,0.06300,195,1645297732,14839.00000,,,274
1400000US36005036400,0.07800,197,1645298032,58897.00000,,,104
1400000US36005036501,0.03600,198,1645298133,26988.00000,,,462
1400000US36005036502,0.03800,199,1645298134,30938.00000,,,302
1400000US36005036800,0.06500,201,1645298432,65139.00000,26071.00000,-59.97636,222
1400000US36005036901,0.03600,202,1645298533,14194.00000,,,420
1400000US36005036902,0.02600,203,1645298534,35949.00000,,,252
1400000US36005037100,0.07700,205,1645298732,20078.00000,,,452
1400000US36005037200,0.07200,206,1645298832,52107.00000,22250.00000,-57.29940,121
1400000US36005037300,0.06700,207,1645298932,27724.00000,32222.00000,16.22421,1544
1400000US36005037400,0.06500,208,1645299032,18813.00000,22039.00000,17.14772,486
1400000US36005037504,0.09200,1986,1645299136,19500.00000,22788.00000,16.86154,615
1400000US36005037800,0.05000,210,1645299432,44583.00000,26250.00000,-41.12106,293
1400000US36005037900,0.07400,211,1645299532,21451.00000,,,1013
1400000US36005038100,0.05800,213,1645299732,27500.00000,,,1832
1400000US36005038200,0.06100,214,1645299832,48068.00000,36842.00000,-23.35441,105
1400000US36005038301,0.03700,1987,1645299933,25508.00000,9805.00000,-61.56108,786
1400000US36005038302,0.05600,1988,1645299934,17839.00000,,,838
1400000US36005038600,0.15800,216,1645300232,41885.00000,26500.00000,-36.73153,840
1400000US36005038700,0.07100,217,1645300332,29398.00000,26080.00000,-11.28648,684
1400000US36005038800,0.05700,218,1645300432,36816.00000,,,279
1400000US36005038900,0.06700,219,1645300532,23903.00000,17500.00000,-26.78743,853
1400000US36005039100,0.08000,221,1645300732,22081.00000,24394.00000,10.47507,1340
1400000US36007014500,6.25700,,,,,,0
1400000US36007014600,31.08600,,,,,,0
1400000US36009940000,5.84500,,,,,,0
1400000US36009940300,40.88700,,,,,,0
1400000US36009960100,74.99600,,,,,,0
1400000US36009960200,26.43000,,,,,,0
1400000US36009960400,49.74100,,,,,,0
1400000US36009960500,113.01300,,,,,,0
1400000US36009960600,96.04600,,,,,,0
1400000US36009960702,81.16400,,,,,,0
1400000US36005043500,2.59800,256,1645305132,17604.00000,,,309
1400000US36005044200,0.09200,258,1645305832,38900.00000,23929.00000,-38.48586,494
1400000US36005044800,0.06500,259,1645306432,76190.00000,92813.00000,21.81782,36
1400000US36005044901,0.06100,260,1645306533,63346.00000,59888.00000,-5.45891,61
1400000US36005044902,0.06100,261,1645306534,55938.00000,53922.00000,-3.60399,85
1400000US36005045102,0.08000,263,1645306734,72188.00000,70938.00000,-1.73159,25
1400000US36005045600,0.31800,1996,1645307232,64688.00000,50568.00000,-21.82785,72
1400000US36005045800,0.09300,264,1645307432,26343.00000,,,0
1400000US36005046000,0.11100,265,1645307632,34273.00000,,,12
1400000US36005046201,0.80300,266,1645307833,48005.00000,33582.00000,-30.04479,96
1400000US36005046202,0.36600,267,1645307834,36155.00000,,,134
1400000US36005050400,2.79100,269,1645312032,,,,0
1400000US36005051600,0.63100,270,1645313232,64701.00000,65451.00000,1.15918,44
1400000US36007000100,0.33600,,,,,,0
1400000US36007000300,1.28100,,,,,,0
1400000US36007000400,0.41600,,,,,,0
1400000US36007000500,0.45200,,,,,,0
1400000US36007000600,0.62900,,,,,,0
1400000US36007000700,1.30100,,,,,,0
1400000US36007000900,0.42500,,,,,,0
1400000US36007001200,0.22200,,,,,,0
1400000US36007001300,0.26400,,,,,,0
1400000US36007001400,0.52800,,,,,,0
1400000US36007001500,0.84800,,,,,,0
1400000US36007001600,1.06700,,,,,,0
1400000US36007001700,0.96300,,,,,,0
1400000US36007010200,45.64300,,,,,,0
1400000US36007011901,37.87500,,,,,,0
1400000US36007011902,41.40300,,,,,,0
1400000US36007011903,46.89400,,,,,,0
1400000US36007012000,24.27000,,,,,,0
1400000US36007012101,12.74500,,,,,,0
1400000US36007012102,3.91900,,,,,,0
1400000US36007012103,17.17000,,,,,,0
1400000US36007012300,78.34700,,,,,,0
1400000US36007012400,90.09800,,,,,,0
1400000US36007012600,30.79500,,,,,,0
1400000US36007012701,24.38500,,,,,,0
1400000US36007012702,25.25100,,,,,,0
1400000US36007012800,4.77200,,,,,,0
1400000US36007012900,5.59100,,,,,,0
1400000US36007013000,3.83600,,,,,,0
1400000US36007013201,0.39900,,,,,,0
1400000US36007013202,0.94600,,,,,,0
1400000US36007013301,4.03100,,,,,,0
1400000US36007013303,8.33700,,,,,,0
1400000US36007013304,3.73500,,,,,,0
1400000US36007013500,0.37500,,,,,,0
1400000US36007013600,0.59400,,,,,,0
1400000US36007013700,1.33000,,,,,,0
1400000US36007013900,0.38900,,,,,,0
1400000US36007014000,0.25500,,,,,,0
1400000US36007014100,0.68500,,,,,,0
1400000US36007014200,2.56200,,,,,,0
1400000US36007014301,7.34900,,,,,,0
1400000US36007014400,4.32300,,,,,,0
1400000US36049950400,135.40900,,,,,,0
1400000US36049950500,104.18500,,,,,,0
1400000US36049950600,118.26800,,,,,,0
1400000US36049950700,371.33400,,,,,,0
1400000US36051030100,43.87500,,,,,,0
1400000US36051030201,71.95100,,,,,,0
1400000US36057072400,16.84100,,,,,,0
1400000US36057072500,50.98800,,,,,,0
1400000US36057072700,89.24400,,,,,,0
1400000US36057072800,92.02100,,,,,,0
1400000US36059300100,3.35900,,,,,,0
1400000US36059300300,0.63000,,,,,,0
1400000US36059300400,0.70400,,,,,,0
1400000US36059300500,1.23000,,,,,,0
1400000US36059300600,1.06500,,,,,,0
1400000US36059300800,0.53300,,,,,,0
1400000US36059300900,4.60400,,,,,,0
1400000US36059301000,5.84700,,,,,,0
1400000US36059301102,0.70000,,,,,,0
1400000US36009960800,110.46400,,,,,,0
1400000US36009961000,65.37400,,,,,,0
1400000US36009961100,57.31700,,,,,,0
1400000US36009961300,159.61400,,,,,,0
1400000US36009961400,124.54600,,,,,,0
1400000US36009961500,1.54400,,,,,,0
1400000US36009961600,1.15100,,,,,,0
1400000US36009961700,0.91700,,,,,,0
1400000US36009961800,2.29600,,,,,,0
1400000US36009962200,109.57000,,,,,,0
1400000US36029014000,1.73200,,,,,,0
1400000US36029014101,17.27400,,,,,,0
1400000US36029014102,17.24300,,,,,,0
1400000US36029014204,9.13600,,,,,,0
1400000US36029014206,7.89700,,,,,,0
1400000US36029014208,13.18000,,,,,,0
1400000US36029014300,1.23600,,,,,,0
1400000US36029014400,1.46100,,,,,,0
1400000US36029014501,0.96600,,,,,,0
1400000US36029014502,0.82600,,,,,,0
1400000US36029014601,4.32700,,,,,,0
1400000US36029014604,6.99100,,,,,,0
1400000US36029014701,25.68200,,,,,,0
1400000US36029014702,12.35800,,,,,,0
1400000US36029014801,2.38500,,,,,,0
1400000US36029014803,48.37400,,,,,,0
1400000US36029014903,30.21200,,,,,,0
1400000US36029015001,27.50500,,,,,,0
1400000US36051030202,56.19200,,,,,,0
1400000US36051030400,2.65300,,,,,,0
1400000US36051030600,31.89100,,,,,,0
1400000US36051030700,38.26200,,,,,,0
1400000US36051030800,118.92000,,,,,,0
1400000US36051030900,2.04800,,,,,,0
1400000US36051031100,85.99600,,,,,,0
1400000US36051031200,63.49400,,,,,,0
1400000US36051031300,108.33600,,,,,,0
1400000US36053030501,3.01500,,,,,,0
1400000US36059301200,0.87600,,,,,,0
1400000US36059301300,0.65700,,,,,,0
1400000US36059301400,0.99500,,,,,,0
1400000US36059301500,1.22000,,,,,,0
1400000US36059301600,1.61800,,,,,,0
1400000US36059301800,1.79100,,,,,,0
1400000US36059301900,0.59100,,,,,,0
1400000US36059302000,2.09700,,,,,,0
1400000US36059302101,1.44200,,,,,,0
1400000US36059302200,0.64400,,,,,,0
1400000US36059302300,0.92900,,,,,,0
1400000US36059302400,0.68000,,,,,,0
1400000US36059302501,0.84100,,,,,,0
1400000US36059302502,5.56200,,,,,,0
1400000US36059302700,0.38900,,,,,,0
1400000US36059302800,0.85300,,,,,,0
1400000US36059302900,0.71400,,,,,,0
1400000US36059303000,0.48200,,,,,,0
1400000US36011040100,79.84700,,,,,,0
1400000US36011040200,68.43800,,,,,,0
1400000US36011040400,22.10600,,,,,,0
1400000US36011040500,36.82800,,,,,,0
1400000US36011040600,28.82000,,,,,,0
1400000US36011040700,20.88100,,,,,,0
1400000US36011040800,67.85800,,,,,,0
1400000US36011040900,79.50600,,,,,,0
1400000US36011041000,116.79800,,,,,,0
1400000US36011041200,51.64400,,,,,,0
1400000US36011041300,2.15900,,,,,,0
1400000US36011041400,1.59500,,,,,,0
1400000US36011041500,0.57100,,,,,,0
1400000US36011041600,0.48600,,,,,,0
1400000US36011041700,1.11300,,,,,,0
1400000US36029015002,35.58800,,,,,,0
1400000US36029015003,35.79000,,,,,,0
1400000US36029015101,35.63300,,,,,,0
1400000US36029015102,50.17500,,,,,,0
1400000US36029015201,18.62100,,,,,,0
1400000US36029015202,17.19900,,,,,,0
1400000US36029015302,18.35400,,,,,,0
1400000US36029015401,0.76800,,,,,,0
1400000US36029015402,18.62200,,,,,,0
1400000US36029015503,16.91100,,,,,,0
1400000US36029015504,3.81200,,,,,,0
