GEO_ID,CENSUSAREA,income_change_field_1,income_change_Geo_FIPS,income_change_SE_T058_001,income_change_SE_T058_010,income_change_prec_change,NUMPOINTS
1400000US36047062200,0.09400,762,1687323832,46071.00000,47219.00000,2.49181,78
1400000US36047062600,0.12300,763,1687324232,44625.00000,42269.00000,-5.27955,17
1400000US36047062800,0.30300,764,1687324432,71797.00000,71094.00000,-0.97915,9
1400000US36047063800,0.05400,767,1687325432,60489.00000,54293.00000,-10.24318,0
1400000US36047064000,0.05900,768,1687325632,97560.00000,90781.00000,-6.94854,14
1400000US36047064200,0.09100,769,1687325832,67303.00000,75298.00000,11.87911,117
1400000US36047064400,0.07700,770,1687326032,88007.00000,88243.00000,0.26816,23
1400000US36047066000,0.05900,778,1687327632,66667.00000,58750.00000,-11.87544,16
1400000US36047066200,0.08900,779,1687327832,82995.00000,84167.00000,1.41213,12
1400000US36047066600,1.67900,780,1687328232,,,,23
1400000US36047067200,0.06700,782,1687328832,71957.00000,106058.00000,47.39080,3
1400000US36047067400,0.07300,783,1687329032,85588.00000,107847.00000,26.00715,1
1400000US36047067600,0.06000,784,1687329232,72727.00000,55240.00000,-24.04472,9
1400000US36047068000,0.06500,786,1687329632,53450.00000,34429.00000,-35.58653,9
1400000US36047068200,0.07800,787,1687329832,84896.00000,39773.00000,-53.15091,28
1400000US36047068600,0.05700,788,1687330232,62260.00000,41912.00000,-32.68230,5
1400000US36047069000,0.06700,790,1687330632,76250.00000,53317.00000,-30.07607,11
1400000US36047069200,0.07000,791,1687330832,65179.00000,38403.00000,-41.08072,21
1400000US36047069601,0.17600,2028,1687331233,68529.00000,50662.00000,-26.07217,36
1400000US36047069602,0.26600,2029,1687331234,85313.00000,80423.00000,-5.73183,84
1400000US36059406802,0.15400,,,,,,0
1400000US36059406900,0.43300,,,,,,0
1400000US36059407000,0.50900,,,,,,0
1400000US36059407101,0.39800,,,,,,0
1400000US36059407102,0.45500,,,,,,0
1400000US36059407203,0.24800,,,,,,0
1400000US36059407204,0.23800,,,,,,0
1400000US36059407301,2.99600,,,,,,0
1400000US36059407302,0.61600,,,,,,0
1400000US36059407402,0.56900,,,,,,0
1400000US36059407501,0.59400,,,,,,0
1400000US36059407502,0.51000,,,,,,0
1400000US36059407600,0.77000,,,,,,0
1400000US36059407700,2.29600,,,,,,0
1400000US36059407801,0.76900,,,,,,0
1400000US36059407900,0.74800,,,,,,0
1400000US36059408000,0.73700,,,,,,0
1400000US36059408100,0.85700,,,,,,0
1400000US36059408300,0.84800,,,,,,0
1400000US36059408400,0.55600,,,,,,0
1400000US36059408500,0.82200,,,,,,0
1400000US36029004200,0.37400,,,,,,0
1400000US36029004300,0.46300,,,,,,0
1400000US36029004402,0.22700,,,,,,0
1400000US36029004500,0.78100,,,,,,0
1400000US36029004601,0.31700,,,,,,0
1400000US36029004602,0.46800,,,,,,0
1400000US36029004800,0.38100,,,,,,0
1400000US36029004900,0.43300,,,,,,0
1400000US36029005000,0.50000,,,,,,0
1400000US36029005100,0.44900,,,,,,0
1400000US36029005201,0.40500,,,,,,0
1400000US36029005300,0.89300,,,,,,0
1400000US36029005400,0.70500,,,,,,0
1400000US36029005500,0.59900,,,,,,0
1400000US36029005700,0.36900,,,,,,0
1400000US36029005801,0.26700,,,,,,0
1400000US36029005802,0.40600,,,,,,0
1400000US36029005900,0.47000,,,,,,0
1400000US36029006100,0.41600,,,,,,0
1400000US36029006301,0.28200,,,,,,0
1400000US36029006302,0.40600,,,,,,0
1400000US36029006501,0.18300,,,,,,0
1400000US36029006602,0.17200,,,,,,0
1400000US36029006701,0.21600,,,,,,0
1400000US36029006702,0.30600,,,,,,0
1400000US36047000100,0.08600,271,1687261732,85396.00000,97188.00000,13.80861,51
1400000US36047000200,0.11200,272,1687261832,54688.00000,27917.00000,-48.95224,153
1400000US36047000301,0.08300,273,1687261933,160833.00000,161528.00000,0.43213,34
1400000US36047000502,0.03700,1998,1687262134,89545.00000,88037.00000,-1.68407,14
1400000US36047000700,0.06700,274,1687262332,129097.00000,139018.00000,7.68492,67
1400000US36047001100,0.06500,276,1687262732,73269.00000,74231.00000,1.31297,0
1400000US36047001300,0.11300,277,1687262932,92599.00000,101406.00000,9.51090,67
1400000US36047001500,0.11800,1999,1687263132,51875.00000,88750.00000,71.08434,6
1400000US36047001800,0.92200,278,1687263432,,,,1
1400000US36047002100,0.19100,280,1687263732,163147.00000,170469.00000,4.48798,5
1400000US36047002200,0.13000,281,1687263832,38070.00000,48672.00000,27.84870,150
1400000US36047002300,0.07000,282,1687263932,18702.00000,,,6
1400000US36047003000,0.04300,284,1687264632,58864.00000,61310.00000,4.15534,37
1400000US36047003100,0.11100,285,1687264732,63286.00000,56786.00000,-10.27083,0
1400000US36047003300,0.06400,286,1687264932,80662.00000,96518.00000,19.65734,44
1400000US36047003400,0.18200,287,1687265032,58393.00000,55855.00000,-4.34641,80
1400000US36047003600,0.04800,289,1687265232,54365.00000,54289.00000,-0.13980,71
1400000US36047003700,0.06500,290,1687265332,75260.00000,37097.00000,-50.70821,13
1400000US36047003800,0.05000,291,1687265432,82216.00000,78750.00000,-4.21572,13
1400000US36047004100,0.06300,293,1687265732,89205.00000,130000.00000,45.73174,52
1400000US36047004300,0.06400,294,1687265932,109569.00000,112034.00000,2.24972,46
1400000US36047004400,0.16600,2000,1687266032,83068.00000,82699.00000,-0.44421,0
1400000US36047004500,0.06600,295,1687266132,102992.00000,103864.00000,0.84667,36
1400000US36047004600,0.11600,296,1687266232,57321.00000,60192.00000,5.00864,4
1400000US36047004900,0.03800,298,1687266532,80114.00000,91602.00000,14.33957,57
1400000US36047005000,0.09400,299,1687266632,68068.00000,62193.00000,-8.63107,30
1400000US36047005100,0.07000,300,1687266732,85870.00000,93370.00000,8.73413,51
1400000US36047005202,0.05700,302,1687266834,64044.00000,63346.00000,-1.08988,30
1400000US36047069800,0.19300,792,1687331432,67955.00000,62448.00000,-8.10389,5
1400000US36047070201,0.41500,794,1687331833,79278.00000,77641.00000,-2.06489,31
1400000US36047070203,2.42000,796,1687331835,,,,0
1400000US36047070600,0.63700,797,1687332232,88250.00000,87750.00000,-0.56657,18
1400000US36047072000,0.06100,798,1687333632,69185.00000,83690.00000,20.96553,11
1400000US36047072200,0.09900,799,1687333832,81919.00000,88750.00000,8.33872,44
1400000US36047072600,0.10600,801,1687334232,63661.00000,21696.00000,-65.91948,10
1400000US36047072800,0.08200,802,1687334432,51491.00000,39167.00000,-23.93428,57
1400000US36047073000,0.07100,803,1687334632,92802.00000,47125.00000,-49.21984,36
1400000US36047073400,0.05800,805,1687335032,64583.00000,60833.00000,-5.80648,11
1400000US36047073600,0.06900,806,1687335232,41214.00000,38281.00000,-7.11651,66
1400000US36047073800,0.07000,807,1687335432,65132.00000,55417.00000,-14.91586,138
1400000US36047074200,0.06700,809,1687335832,62473.00000,77556.00000,24.14323,259
1400000US36047074400,0.06600,810,1687336032,94485.00000,93235.00000,-1.32296,22
1400000US36047074600,0.07800,811,1687336232,71855.00000,70403.00000,-2.02074,9
1400000US36047075000,0.06700,813,1687336632,39099.00000,40865.00000,4.51674,55
1400000US36047075200,0.06700,814,1687336832,49893.00000,49893.00000,0.00000,0
1400000US36047075600,0.06700,816,1687337232,61618.00000,68049.00000,10.43689,24
1400000US36047075800,0.07900,817,1687337432,93676.00000,94559.00000,0.94261,3
1400000US36047076000,0.07000,818,1687337632,57143.00000,56488.00000,-1.14625,349
1400000US36047076400,0.06200,820,1687338032,51667.00000,87900.00000,70.12793,410
1400000US36047076600,0.03200,821,1687338232,56137.00000,27857.00000,-50.37676,318
1400000US36047076800,0.11700,2030,1687338432,48750.00000,49397.00000,1.32718,71
1400000US36047077000,0.06300,822,1687338632,53672.00000,49659.00000,-7.47690,411
1400000US36047077200,0.15600,823,1687338832,55507.00000,46250.00000,-16.67718,247
1400000US36047077600,0.07200,825,1687339232,52042.00000,74028.00000,42.24665,78
1400000US36047078000,0.06400,826,1687339632,72768.00000,,,36
1400000US36047078200,0.06500,827,1687339832,44551.00000,70284.00000,57.76077,439
1400000US36047078600,0.06600,829,1687340232,35092.00000,33409.00000,-4.79596,300
1400000US36047078800,0.06100,830,1687340432,37092.00000,50139.00000,35.17470,180
1400000US36047079000,0.07100,831,1687340632,36532.00000,2499.00000,-93.15942,762
1400000US36047079400,0.08600,833,1687341032,40455.00000,,,247
1400000US36047079601,0.04300,2031,1687341233,41296.00000,100909.00000,144.35539,675
1400000US36059414400,1.00200,,,,,,0
1400000US36059414501,0.56500,,,,,,0
1400000US36059414600,0.58000,,,,,,0
1400000US36059414700,0.58300,,,,,,0
1400000US36059414800,0.92400,,,,,,0
1400000US36059414900,0.87400,,,,,,0
1400000US36059415000,0.86100,,,,,,0
1400000US36059415102,1.51900,,,,,,0
1400000US36059415201,0.61900,,,,,,0
1400000US36059415202,0.56500,,,,,,0
1400000US36059415300,0.74500,,,,,,0
1400000US36059415401,0.94600,,,,,,0
1400000US36059415500,0.41100,,,,,,0
1400000US36059415600,1.23400,,,,,,0
1400000US36059415700,1.60400,,,,,,0
1400000US36059415802,0.99300,,,,,,0
1400000US36059416000,0.69800,,,,,,0
1400000US36059416100,1.16700,,,,,,0
1400000US36059416201,2.60200,,,,,,0
1400000US36059416300,0.95200,,,,,,0
1400000US36029006902,0.25000,,,,,,0
1400000US36029007000,0.46700,,,,,,0
1400000US36029007101,0.26500,,,,,,0
1400000US36029007102,0.33700,,,,,,0
1400000US36029007302,14.28200,,,,,,0
1400000US36029007303,5.88300,,,,,,0
1400000US36029007304,8.10800,,,,,,0
1400000US36029007600,0.75900,,,,,,0
1400000US36029007700,0.70300,,,,,,0
1400000US36029007901,0.91800,,,,,,0
1400000US36029007902,1.32900,,,,,,0
1400000US36029007903,0.53700,,,,,,0
1400000US36029007905,1.32300,,,,,,0
1400000US36029008001,0.88200,,,,,,0
1400000US36029008002,0.80800,,,,,,0
1400000US36029008003,0.67500,,,,,,0
1400000US36029008102,0.73500,,,,,,0
1400000US36029008201,0.69600,,,,,,0
1400000US36029008202,0.49500,,,,,,0
1400000US36029008300,2.84100,,,,,,0
1400000US36029008400,4.24300,,,,,,0
1400000US36029008600,0.45300,,,,,,0
1400000US36029008700,0.42000,,,,,,0
1400000US36029008900,1.26300,,,,,,0
1400000US36047005300,0.63600,2001,1687266932,68393.00000,97188.00000,42.10226,45
1400000US36047005400,0.06400,303,1687267032,49375.00000,56146.00000,13.71342,62
1400000US36047005601,0.06900,304,1687267233,57847.00000,64837.00000,12.08360,51
1400000US36047005800,0.07500,306,1687267432,50785.00000,46528.00000,-8.38240,57
1400000US36047005900,0.13800,307,1687267532,53826.00000,51477.00000,-4.36406,67
1400000US36047006000,0.05900,308,1687267632,66250.00000,78250.00000,18.11321,70
1400000US36047006300,0.03900,310,1687267932,85046.00000,79921.00000,-6.02615,45
1400000US36047006400,0.07800,311,1687268032,58269.00000,62500.00000,7.26115,30
1400000US36047006500,0.09700,312,1687268132,82003.00000,84181.00000,2.65600,102
1400000US36047006700,0.06000,314,1687268332,107851.00000,114125.00000,5.81728,45
1400000US36047006800,0.07200,315,1687268432,41989.00000,42933.00000,2.24821,398
1400000US36047006900,0.06900,316,1687268532,87479.00000,93448.00000,6.82335,41
1400000US36047007000,0.05700,317,1687268632,60149.00000,58250.00000,-3.15716,26
1400000US36047007200,0.02500,319,1687268832,37333.00000,38839.00000,4.03396,241
1400000US36047007400,0.05500,320,1687269032,30805.00000,51189.00000,66.17108,338
1400000US36047007500,0.10900,321,1687269132,82250.00000,82023.00000,-0.27599,40
1400000US36047007700,0.15100,323,1687269332,113426.00000,97404.00000,-14.12551,111
1400000US36047007800,0.05300,324,1687269432,34542.00000,42656.00000,23.49024,306
1400000US36047008200,0.05200,326,1687269832,52681.00000,66250.00000,25.75691,263
1400000US36047008400,0.09200,327,1687270032,27846.00000,44491.00000,59.77519,171
1400000US36047008500,0.09400,328,1687270132,15200.00000,13380.00000,-11.97368,2
1400000US36047008800,0.07300,330,1687270432,43321.00000,54375.00000,25.51649,105
1400000US36047009000,0.05700,331,1687270632,29052.00000,29219.00000,0.57483,45
1400000US36047009200,0.04400,332,1687270832,35417.00000,65060.00000,83.69709,278
1400000US36047009600,0.05800,334,1687271232,44606.00000,85833.00000,92.42479,330
1400000US36047009800,0.05800,335,1687271432,35821.00000,35469.00000,-0.98266,372
1400000US36047010000,0.05800,336,1687271632,27434.00000,30556.00000,11.38004,344
1400000US36047010100,0.12000,337,1687271732,50513.00000,51667.00000,2.28456,107
1400000US36047100800,0.05700,919,1687362432,57375.00000,45536.00000,-20.63442,37
1400000US36047101200,0.06200,921,1687362832,47317.00000,38348.00000,-18.95513,57
1400000US36047101400,0.06000,922,1687363032,55375.00000,53170.00000,-3.98194,16
1400000US36047101800,0.10900,924,1687363432,77538.00000,45250.00000,-41.64152,87
1400000US36047102000,0.06100,925,1687363632,87338.00000,54091.00000,-38.06705,53
1400000US36047079602,0.05200,2032,1687341234,31491.00000,70710.00000,124.54034,901
1400000US36047079801,0.05000,2033,1687341433,41671.00000,50313.00000,20.73864,587
1400000US36047080000,0.06700,834,1687341632,48911.00000,78625.00000,60.75116,392
1400000US36047080200,0.07200,835,1687341832,41042.00000,73542.00000,79.18717,818
1400000US36047080400,0.07300,836,1687342032,44769.00000,77313.00000,72.69316,171
1400000US36047080800,0.12400,2035,1687342432,13636.00000,,,4
1400000US36047081000,0.06300,838,1687342632,37773.00000,,,146
1400000US36047081400,0.06600,839,1687343032,54643.00000,,,146
1400000US36047081600,0.06900,840,1687343232,39779.00000,,,209
1400000US36047082000,0.05700,842,1687343632,45943.00000,68000.00000,48.00949,596
1400000US36047082200,0.06600,843,1687343832,33272.00000,19148.00000,-42.45011,1014
1400000US36047082400,0.08300,844,1687344032,32482.00000,,,473
1400000US36047082800,0.06000,846,1687344432,32750.00000,48958.00000,49.49008,525
1400000US36047083000,0.07800,847,1687344632,36719.00000,,,538
1400000US36047083200,0.05600,848,1687344832,85417.00000,24688.00000,-71.09709,22
1400000US36047083600,0.08000,850,1687345232,61774.00000,,,57
1400000US36047083800,0.06400,851,1687345432,66127.00000,,,18
1400000US36047084000,0.06600,852,1687345632,58625.00000,30156.00000,-48.56119,73
1400000US36047084800,0.05300,854,1687346432,60964.00000,,,30
1400000US36047085000,0.05600,855,1687346632,61563.00000,,,9
1400000US36047085200,0.15500,856,1687346832,,,,0
1400000US36047085400,0.05000,857,1687347032,67625.00000,9554.00000,-85.87209,111
1400000US36047085800,0.05200,859,1687347432,46406.00000,29659.00000,-36.08801,125
1400000US36047086000,0.06700,860,1687347632,41453.00000,,,383
1400000US36047086200,0.05400,861,1687347832,35795.00000,,,345
1400000US36047086600,0.06000,863,1687348232,36458.00000,,,343
1400000US36047086800,0.06700,864,1687348432,31023.00000,,,245
1400000US36047087000,0.06000,865,1687348632,38262.00000,,,308
1400000US36047087401,0.05000,867,1687349033,26915.00000,21304.00000,-20.84711,207
1400000US36047087600,0.05500,868,1687349232,51473.00000,58750.00000,14.13751,119
1400000US36047087800,0.05800,869,1687349432,35990.00000,,,183
1400000US36047088000,0.07000,870,1687349632,49652.00000,62500.00000,25.87610,187
1400000US36047088200,0.07800,871,1687349832,32181.00000,,,526
1400000US36047088600,0.06900,873,1687350232,31605.00000,97837.00000,209.56178,779
1400000US36047088800,0.07700,874,1687350432,44158.00000,,,391
1400000US36059519601,0.60100,,,,,,0
1400000US36059519702,2.43000,,,,,,0
1400000US36059519703,0.59800,,,,,,0
1400000US36059519704,0.56800,,,,,,0
1400000US36059519801,0.32000,,,,,,0
1400000US36059519802,0.84300,,,,,,0
1400000US36059519900,0.82800,,,,,,0
1400000US36059520001,1.73600,,,,,,0
1400000US36059520002,1.01200,,,,,,0
1400000US36059520100,4.18800,,,,,,0
1400000US36059520300,0.86200,,,,,,0
1400000US36059520401,0.58500,,,,,,0
1400000US36059520501,0.58500,,,,,,0
1400000US36059520502,0.85900,,,,,,0
1400000US36055005600,0.26600,,,,,,0
1400000US36055005700,0.15200,,,,,,0
1400000US36055005800,0.31600,,,,,,0
1400000US36055005900,0.35400,,,,,,0
1400000US36055006000,0.35300,,,,,,0
1400000US36055006200,0.27400,,,,,,0
1400000US36055006300,0.27800,,,,,,0
1400000US36055006400,0.25300,,,,,,0
1400000US36029006800,0.33400,,,,,,0
1400000US36029009004,1.93000,,,,,,0
1400000US36029009006,1.83400,,,,,,0
1400000US36029009007,3.33800,,,,,,0
1400000US36029009009,9.73200,,,,,,0
1400000US36029009010,2.14200,,,,,,0
1400000US36029009104,1.17900,,,,,,0
1400000US36029009106,4.65100,,,,,,0
1400000US36029009107,2.82800,,,,,,0
1400000US36029009109,1.54700,,,,,,0
1400000US36029009110,1.80100,,,,,,0
1400000US36029009113,2.18800,,,,,,0
1400000US36029009114,0.91400,,,,,,0
1400000US36029009115,0.84800,,,,,,0
1400000US36029009200,2.06600,,,,,,0
1400000US36029009301,0.74200,,,,,,0
1400000US36029009302,0.44300,,,,,,0
1400000US36029009401,1.26300,,,,,,0
1400000US36029009402,1.46800,,,,,,0
1400000US36029009502,1.55300,,,,,,0
1400000US36029009600,4.44200,,,,,,0
1400000US36029009701,0.98900,,,,,,0
1400000US36029009702,0.98100,,,,,,0
1400000US36047102400,0.05500,927,1687364032,52692.00000,46250.00000,-12.22576,0
1400000US36047102600,0.05200,928,1687364232,64111.00000,92625.00000,44.47599,27
1400000US36047102800,0.39300,929,1687364432,82104.00000,9904.00000,-87.93725,19
1400000US36047103400,0.25700,930,1687365032,27284.00000,20982.00000,-23.09779,0
1400000US36047105804,0.29400,2040,1687367436,24708.00000,14193.00000,-42.55707,30
1400000US36047107000,1.16400,931,1687368632,56638.00000,,,7
1400000US36047107800,0.19600,932,1687369432,60317.00000,59375.00000,-1.56175,50
1400000US36047109800,0.33000,933,1687371432,33214.00000,30547.00000,-8.02975,162
1400000US36047110400,0.28700,2041,1687372032,30691.00000,9015.00000,-70.62657,203
1400000US36047111600,0.19300,2042,1687373232,41739.00000,,,366
1400000US36047111800,0.06300,936,1687373432,28109.00000,,,281
1400000US36047112000,0.06700,937,1687373632,49888.00000,,,309
1400000US36047112400,0.06900,939,1687374032,53276.00000,,,532
1400000US36047112600,0.06500,940,1687374232,30791.00000,,,576
1400000US36047112800,0.07100,941,1687374432,36786.00000,19107.00000,-48.05904,544
1400000US36047113000,0.07500,942,1687374632,29722.00000,50607.00000,70.26782,597
1400000US36047113400,0.05900,944,1687375032,15682.00000,,,86
1400000US36047114201,0.11500,945,1687375833,43546.00000,83564.00000,91.89822,69
1400000US36047114202,0.04400,946,1687375834,26318.00000,37639.00000,43.01619,241
1400000US36047114400,0.16600,2043,1687376032,33071.00000,,,214
1400000US36047115000,0.06100,948,1687376632,32361.00000,,,107
1400000US36047115200,0.06400,949,1687376832,18293.00000,,,419
1400000US36047115800,0.06000,951,1687377432,43603.00000,,,438
1400000US36047116000,0.05800,952,1687377632,28973.00000,,,112
1400000US36047116200,0.05500,953,1687377832,42381.00000,,,133
1400000US36047116600,0.06200,955,1687378232,38103.00000,,,468
1400000US36047116800,0.05600,956,1687378432,35469.00000,,,158
1400000US36047117000,0.05900,957,1687378632,37679.00000,,,113
1400000US36047117201,0.05000,958,1687378833,44266.00000,25875.00000,-41.54656,59
1400000US36047117400,0.08200,960,1687379032,51302.00000,91750.00000,78.84293,143
1400000US36047117601,0.05900,961,1687379233,40260.00000,88672.00000,120.24839,202
1400000US36047117800,0.05400,963,1687379432,43500.00000,6765.00000,-84.44828,46
1400000US36047118000,0.29900,964,1687379632,,,,0
1400000US36047118201,0.04900,965,1687379833,54605.00000,48750.00000,-10.72246,120
1400000US36047089000,0.09600,875,1687350632,30683.00000,,,634
1400000US36047089400,0.06600,877,1687351032,43616.00000,,,488
1400000US36047089600,0.05800,878,1687351232,39774.00000,,,1261
1400000US36047089800,0.06000,879,1687351432,36042.00000,,,213
1400000US36047090000,0.09500,880,1687351632,22685.00000,,,262
1400000US36047090600,0.07600,882,1687352232,13450.00000,,,80
1400000US36047090800,0.11400,883,1687352432,20313.00000,30729.00000,51.27751,292
1400000US36047091200,0.06500,885,1687352832,15811.00000,,,1
1400000US36047091600,0.08300,886,1687353232,25614.00000,,,861
1400000US36047091800,0.08100,887,1687353432,37417.00000,,,67
1400000US36047092000,0.09100,888,1687353632,29858.00000,,,128
1400000US36047092400,0.09700,2036,1687354032,38782.00000,,,286
1400000US36047092800,0.06100,890,1687354432,63574.00000,,,133
1400000US36047093000,0.07500,891,1687354632,73390.00000,,,40
1400000US36047093200,0.10800,2037,1687354832,56528.00000,,,0
1400000US36047093400,0.06900,892,1687355032,66250.00000,26125.00000,-60.56604,63
1400000US36047093800,0.05100,894,1687355432,39340.00000,,,218
1400000US36047094401,0.14300,895,1687356033,56504.00000,,,148
1400000US36047094600,0.10900,2038,1687356232,56840.00000,2499.00000,-95.60345,15
1400000US36047095000,0.09400,897,1687356632,65643.00000,61705.00000,-5.99912,58
1400000US36047095400,0.09200,898,1687357032,56636.00000,128000.00000,126.00466,124
1400000US36047095600,0.09200,899,1687357232,61842.00000,27813.00000,-55.02571,63
1400000US36047096000,0.16400,901,1687357632,,,,0
1400000US36047096200,0.06900,902,1687357832,63705.00000,28333.00000,-55.52468,25
1400000US36047096600,0.07000,904,1687358232,76354.00000,44948.00000,-41.13210,87
1400000US36047096800,0.05800,905,1687358432,80208.00000,96397.00000,20.18377,35
1400000US36047097000,0.06300,906,1687358632,57745.00000,70446.00000,21.99498,265
1400000US36047097400,0.09700,907,1687359032,57730.00000,57708.00000,-0.03811,25
1400000US36047098400,0.04400,909,1687360032,64890.00000,,,14
1400000US36047098600,0.06000,910,1687360232,66487.00000,122386.00000,84.07508,27
1400000US36047099000,0.06300,912,1687360632,49911.00000,34861.00000,-30.15367,21
1400000US36047099200,0.05200,913,1687360832,72035.00000,83438.00000,15.82980,1
1400000US36055014905,4.82600,,,,,,0
1400000US36059408600,0.56900,,,,,,0
1400000US36059408800,0.86300,,,,,,0
1400000US36059408900,0.78800,,,,,,0
1400000US36059409000,0.90200,,,,,,0
1400000US36059409100,0.73500,,,,,,0
1400000US36059409200,0.77800,,,,,,0
1400000US36059409300,0.55300,,,,,,0
1400000US36059409700,0.66700,,,,,,0
1400000US36059409800,0.60000,,,,,,0
1400000US36059409900,0.67400,,,,,,0
1400000US36059410000,0.59100,,,,,,0
1400000US36059410200,0.49500,,,,,,0
1400000US36059410300,0.48100,,,,,,0
1400000US36059410400,0.55800,,,,,,0
1400000US36059410500,0.77100,,,,,,0
1400000US36059410600,0.63500,,,,,,0
1400000US36059410800,0.49100,,,,,,0
1400000US36059410900,0.87300,,,,,,0
1400000US36059411000,1.23700,,,,,,0
1400000US36059411100,0.34600,,,,,,0
1400000US36029009800,1.31300,,,,,,0
1400000US36029010001,3.36900,,,,,,0
1400000US36029010002,1.51500,,,,,,0
1400000US36029010003,0.82000,,,,,,0
1400000US36029010101,0.88100,,,,,,0
1400000US36029010102,0.85200,,,,,,0
1400000US36029010201,0.43200,,,,,,0
1400000US36029010202,1.20300,,,,,,0
1400000US36029010400,0.18300,,,,,,0
1400000US36029010500,0.41100,,,,,,0
1400000US36029010600,0.48500,,,,,,0
1400000US36029010700,2.20000,,,,,,0
1400000US36029010803,2.27500,,,,,,0
1400000US36029010804,2.49900,,,,,,0
1400000US36029010807,0.82000,,,,,,0
1400000US36029010808,1.24400,,,,,,0
1400000US36029011100,0.43100,,,,,,0
1400000US36029011200,5.39600,,,,,,0
1400000US36029011300,2.03300,,,,,,0
1400000US36029011500,0.58300,,,,,,0
1400000US36029011600,1.06000,,,,,,0
1400000US36029011700,1.28800,,,,,,0
1400000US36029012001,2.49800,,,,,,0
1400000US36029012002,1.58600,,,,,,0
1400000US36029012003,1.49600,,,,,,0
1400000US36047118400,0.07900,967,1687380032,42500.00000,50978.00000,19.94824,180
1400000US36047118600,0.05100,968,1687380232,49233.00000,12375.00000,-74.86442,93
1400000US36047118800,0.06700,969,1687380432,23484.00000,30313.00000,29.07937,236
1400000US36047119000,0.05400,970,1687380632,29934.00000,51484.00000,71.99172,375
1400000US36047119400,0.07100,972,1687381032,22455.00000,,,507
1400000US36047119600,0.11800,973,1687381232,30771.00000,2499.00000,-91.87872,584
1400000US36047119800,0.12600,2044,1687381432,36698.00000,,,238
1400000US36047120200,0.05900,975,1687381832,62974.00000,26250.00000,-58.31613,60
1400000US36047120800,0.18700,976,1687382432,32417.00000,25144.00000,-22.43576,785
1400000US36047121000,0.06200,977,1687382632,17377.00000,2499.00000,-85.61892,0
1400000US36047122000,0.42300,979,1687383632,39945.00000,25324.00000,-36.60283,194
1400000US36047123700,0.12400,2045,1687385332,25742.00000,21094.00000,-18.05610,112
1400000US36047150200,0.12200,2046,1687411832,83875.00000,85568.00000,2.01848,4
1400000US36047152200,0.15100,2047,1687413832,82583.00000,115208.00000,39.50571,155
1400000US36049950100,212.16900,,,,,,0
1400000US36049950200,180.51000,,,,,,0
1400000US36049950300,152.80400,,,,,,0
1400000US36055014906,7.38600,,,,,,0
1400000US36055015000,34.96200,,,,,,0
1400000US36055015102,23.10300,,,,,,0
1400000US36055015200,33.18300,,,,,,0
1400000US36055015301,1.13900,,,,,,0
1400000US36055015304,1.87700,,,,,,0
1400000US36055015400,29.41500,,,,,,0
1400000US36055980000,2.15800,,,,,,0
1400000US36055980100,1.19900,,,,,,0
1400000US36057070200,1.63100,,,,,,0
1400000US36057070300,0.28700,,,,,,0
1400000US36057070400,0.48100,,,,,,0
1400000US36057070500,0.91800,,,,,,0
1400000US36057070700,0.70500,,,,,,0
1400000US36057070800,0.90300,,,,,,0
1400000US36057070900,0.51400,,,,,,0
1400000US36057072100,29.70100,,,,,,0
1400000US36057072200,34.68100,,,,,,0
1400000US36057072300,41.07200,,,,,,0
1400000US36059416402,0.22900,,,,,,0
1400000US36059416500,0.43900,,,,,,0
1400000US36059416600,0.44000,,,,,,0
1400000US36059416702,0.15500,,,,,,0
1400000US36059416801,0.19100,,,,,,0
1400000US36059416802,0.19400,,,,,,0
1400000US36059416900,12.05400,,,,,,0
1400000US36059517000,2.22300,,,,,,0
1400000US36059517101,0.89000,,,,,,0
1400000US36059517200,1.04500,,,,,,0
1400000US36059517301,0.95200,,,,,,0
1400000US36059517400,1.11500,,,,,,0
1400000US36059517500,1.13200,,,,,,0
1400000US36059517600,1.63900,,,,,,0
1400000US36059517701,14.44500,,,,,,0
1400000US36059517705,5.62900,,,,,,0
1400000US36059517801,9.02200,,,,,,0
1400000US36029012300,0.52800,,,,,,0
1400000US36029012501,0.94900,,,,,,0
1400000US36029012502,0.53400,,,,,,0
1400000US36029012800,1.11600,,,,,,0
1400000US36029012901,3.52200,,,,,,0
1400000US36029012902,2.69300,,,,,,0
1400000US36029013001,3.00200,,,,,,0
1400000US36029013101,3.18200,,,,,,0
1400000US36029013102,7.11300,,,,,,0
1400000US36029013201,9.30900,,,,,,0
1400000US36029013202,6.28300,,,,,,0
1400000US36029013400,2.17800,,,,,,0
1400000US36029013501,13.23000,,,,,,0
1400000US36029013502,10.59700,,,,,,0
1400000US36029013600,1.29200,,,,,,0
1400000US36029013701,6.22400,,,,,,0
1400000US36029013702,7.09800,,,,,,0
1400000US36029013800,33.82100,,,,,,0
1400000US36073040600,110.12400,,,,,,0
1400000US36073040700,4.32500,,,,,,0
1400000US36073040801,38.45400,,,,,,0
1400000US36073040802,27.82400,,,,,,0
1400000US36073401200,50.21600,,,,,,0
1400000US36073401300,63.63500,,,,,,0
1400000US36073990000,0.00000,,,,,,0
1400000US36075020100,207.22400,,,,,,0
1400000US36075020301,3.48400,,,,,,0
1400000US36075020302,53.76400,,,,,,0
1400000US36075020400,46.27200,,,,,,0
