,v1,geo_id,violations_norm,medianincome2000,medianincome2010,numpoints,borough,censusfipscountycode,dcpboroughcode,censustract,totaloccupiedhousingunits,v12,v13,county,tract,name,lsad,censusarea,sum2014uc,count,geography,estimatetotalbuilt2010orlater,estimatetotalbuilt2000to2009,estimatetotalbuilt1990to1999,estimatetotalbuilt1980to1989,estimatetotalbuilt1970to1979,estimatetotalbuilt1960to1969,estimatetotalbuilt1950to1959,estimatetotalbuilt1940to1949,estimatetotalbuilt1939orearlier,pre1960,post1960,totalbuilding,ppre1960,ppost1960,building1939to1960,pre1939,building1960to1990,post1990,p1939to1960,p1960to1990,totalestimatehouseholds,medianincomedollarsestimatehouse,medianincomedollarsmarginoferror,estimatetotal,estimatenothispanicorlatinowhite,estimatenothispanicorlatinoblack,estimatenothispanicorlatinoasian,estimatehispanicorlatino,estimatehispanicorlatinowhitealo,estimatehispanicorlatinoblackora,estimatehispanicorlatinoamerican,estimatehispanicorlatinoasianalo,pop,white,black,latino,asian,pblack,pwhite,pasian,merge4,stabilized_pop,platino,mediancbsa2000,mediancbsa2010,ratio10,ratio00,ratio,pincome40,lowincome,gentrification,perchangeincome,gentri_per,pctlincome2014,lowincome2014,viol_norm_new,nychaunits,_merge,violations,violations_pop,violations_units,stabilized,totalprivateunitsoc,medianincome2014,stabilized_norm
0,1.0,36005000200,0.176,59826.0,25441.0,223.0,Bronx,5.0,2.0,200.0,1351.0,5000200.0,16.506292,,,,,,,,"Census Tract 2, Bronx County, New York",0.0,205.0,110.0,33.0,107.0,284.0,108.0,164.0,464.0,736.0,739.0,1475.0,0.49898306,0.50101697,272.0,464.0,424.0,315.0,0.18440677,0.28745762,1379.0,74837.0,18514.0,5095.0,115.0,1041.0,331.0,3505.0,1491.0,382.0,7.0,0.0,5095.0,115.0,1041.0,3505.0,0.0,0.20431796,0.022571148,0.0,3.0,,0.68792933,50795.0,60169.0,0.42282569,1.1777931,-0.75496745,47280.0,0.0,0.0,-0.57475013,0.0,50139.0,0.0,0.16506292,0,master only (1),223.0,0.043768402,0.16506292,0,1351.0,11.223067,0.0
1,2.0,36005000400,0.352,71968.0,19620.0,191.0,Bronx,5.0,2.0,400.0,1786.0,5000400.0,10.694289,5.0,400.0,4.0,Tract,0.352,9.0,1.0,"Census Tract 4, Bronx County, New York",8.0,773.0,243.0,120.0,95.0,200.0,106.0,103.0,347.0,556.0,1439.0,1995.0,0.27869675,0.72130328,209.0,347.0,415.0,1024.0,0.10476191,0.20802005,1819.0,77991.0,5195.0,5572.0,160.0,1709.0,21.0,3533.0,1514.0,287.0,16.0,15.0,5572.0,160.0,1709.0,3533.0,15.0,0.30671212,0.028715003,0.0026920319,3.0,0.0016152191,0.63406318,50795.0,60169.0,0.32608154,1.4168323,-1.0907508,47280.0,0.0,0.0,-0.72737885,0.0,50139.0,0.0,0.10694289,0,master only (1),191.0,0.034278534,0.10694289,9,1786.0,11.264349,0.0050391937
2,509.0,36005001600,0.18700001,30355.0,29565.0,68.0,Bronx,5.0,2.0,1600.0,1925.0,5001600.0,3.5324676,,,,,,,,"Census Tract 16, Bronx County, New York",36.0,181.0,130.0,8.0,904.0,484.0,109.0,21.0,165.0,295.0,1743.0,2038.0,0.14474976,0.85525024,130.0,165.0,1396.0,347.0,0.063788027,0.68498528,1912.0,32354.0,4876.0,5412.0,75.0,1609.0,0.0,3694.0,1780.0,197.0,0.0,0.0,5412.0,75.0,1609.0,3694.0,0.0,0.29730231,0.013858093,0.0,3.0,,0.68255728,50795.0,60169.0,0.491366,0.5975982,-0.1062322,47280.0,1.0,0.0,-0.026025366,0.0,50139.0,1.0,0.035324674,0,master only (1),68.0,0.012564671,0.035324674,0,1925.0,10.384493,0.0
3,510.0,36005001900,0.63499999,25093.0,73750.0,289.0,Bronx,5.0,2.0,1900.0,550.0,5001900.0,52.545456,5.0,1900.0,19.0,Tract,0.63499999,415.0,13.0,"Census Tract 19, Bronx County, New York",204.0,174.0,32.0,21.0,0.0,55.0,24.0,45.0,340.0,409.0,486.0,895.0,0.45698324,0.54301673,69.0,340.0,76.0,410.0,0.077094972,0.084916204,834.0,34635.0,4017.0,2569.0,209.0,705.0,39.0,1509.0,619.0,109.0,0.0,0.0,2569.0,209.0,705.0,1509.0,0.0,0.27442583,0.081354611,0.0,3.0,0.16154146,0.5873881,50795.0,60169.0,1.2257142,0.49400532,0.73170888,47280.0,1.0,1.0,1.9390666,1.0,50139.0,1.0,0.52545452,0,master only (1),289.0,0.11249513,0.52545452,415,550.0,10.45262,0.75454545
4,511.0,36005002000,0.153,24939.0,2499.0,221.0,Bronx,5.0,2.0,2000.0,3019.0,5002000.0,7.3203049,5.0,2000.0,20.0,Tract,0.153,7.0,1.0,"Census Tract 20, Bronx County, New York",0.0,70.0,11.0,85.0,367.0,523.0,1077.0,254.0,782.0,2113.0,1056.0,3169.0,0.66677183,0.33322814,1331.0,782.0,975.0,81.0,0.4200063,0.30766803,2980.0,23423.0,5396.0,8959.0,114.0,3090.0,290.0,5264.0,1743.0,926.0,130.0,0.0,8959.0,114.0,3090.0,5264.0,0.0,0.34490457,0.012724634,0.0,3.0,0.00078133697,0.5875656,50795.0,60169.0,0.041533016,0.49097353,-0.44944051,47280.0,1.0,0.0,-0.89979547,0.0,50139.0,1.0,0.07320305,1036,matched (3),221.0,0.024667932,0.07320305,7,1983.0,10.061474,0.003530005
5,2130.0,36005002300,0.039999999,13756.0,2499.0,1.0,Bronx,5.0,2.0,2300.0,1774.0,5002300.0,0.056369785,,,,,,,,"Census Tract 23, Bronx County, New York",20.0,23.0,8.0,41.0,152.0,774.0,292.0,141.0,509.0,942.0,1018.0,1960.0,0.48061225,0.51938778,433.0,509.0,967.0,51.0,0.22091837,0.49336734,1883.0,14304.0,1605.0,4860.0,20.0,1855.0,0.0,2985.0,759.0,514.0,55.0,0.0,4860.0,20.0,1855.0,2985.0,0.0,0.38168725,0.0041152262,0.0,3.0,,0.61419755,50795.0,60169.0,0.041533016,0.27081406,-0.22928104,47280.0,1.0,0.0,-0.8183338,0.0,50139.0,1.0,0.00056369783,1732,matched (3),1.0,0.00020576132,0.00056369783,0,42.0,9.5682945,0.0
6,513.0,36005002500,0.048999999,15207.0,11063.0,565.0,Bronx,5.0,2.0,2500.0,1824.0,5002500.0,30.975878,5.0,2500.0,25.0,Tract,0.048999999,498.0,31.0,"Census Tract 25, Bronx County, New York",39.0,100.0,8.0,155.0,193.0,143.0,426.0,115.0,872.0,1413.0,638.0,2051.0,0.68893224,0.31106776,541.0,872.0,491.0,147.0,0.26377377,0.23939541,1794.0,15683.0,2145.0,5143.0,59.0,826.0,234.0,4018.0,1335.0,199.0,0.0,59.0,5143.0,59.0,826.0,4018.0,59.0,0.16060665,0.011471904,0.011471904,3.0,0.096830644,0.78125608,50795.0,60169.0,0.18386544,0.29937986,-0.11551441,47280.0,1.0,0.0,-0.27250609,0.0,50139.0,1.0,0.30975878,725,matched (3),565.0,0.10985806,0.30975878,498,1099.0,9.6603327,0.45313922
7,515.0,36005002800,0.161,44036.0,50729.0,184.0,Bronx,5.0,2.0,2800.0,2342.0,5002800.0,7.8565331,5.0,2800.0,28.0,Tract,0.161,980.0,2.0,"Census Tract 28, Bronx County, New York",0.0,0.0,35.0,54.0,532.0,1185.0,432.0,68.0,112.0,612.0,1806.0,2418.0,0.25310174,0.74689823,500.0,112.0,1771.0,35.0,0.20678246,0.73242348,2336.0,50388.0,8345.0,5746.0,11.0,4074.0,65.0,1438.0,178.0,335.0,0.0,0.0,5746.0,11.0,4074.0,1438.0,0.0,0.70901495,0.001914375,0.0,3.0,0.17055343,0.25026104,50795.0,60169.0,0.84310859,0.86693573,-0.023827136,47280.0,1.0,0.0,0.15198928,1.0,50139.0,0.0,0.078565329,0,master only (1),184.0,0.032022275,0.078565329,980,2342.0,10.827508,0.41844577
8,519.0,36005003800,0.024,55625.0,29191.0,83.0,Bronx,5.0,2.0,3800.0,414.0,5003800.0,20.048309,5.0,3800.0,38.0,Tract,0.024,8.0,1.0,"Census Tract 38, Bronx County, New York",0.0,24.0,85.0,13.0,18.0,88.0,80.0,10.0,109.0,199.0,228.0,427.0,0.46604216,0.53395784,90.0,109.0,119.0,109.0,0.21077283,0.27868852,369.0,46534.0,13068.0,1303.0,24.0,599.0,9.0,655.0,246.0,15.0,0.0,8.0,1303.0,24.0,599.0,655.0,8.0,0.45970836,0.018419033,0.0061396779,3.0,0.0061396779,0.50268608,50795.0,60169.0,0.48515016,1.0950881,-0.60993797,47280.0,0.0,0.0,-0.47521797,0.0,50139.0,1.0,0.2004831,206,matched (3),83.0,0.063699156,0.2004831,8,208.0,10.747938,0.03846154
9,520.0,36005003900,0.082999997,31566.0,6875.0,904.0,Bronx,5.0,2.0,3900.0,1986.0,5003900.0,45.518631,5.0,3900.0,39.0,Tract,0.082999997,871.0,70.0,"Census Tract 39, Bronx County, New York",0.0,334.0,71.0,301.0,141.0,149.0,130.0,97.0,1005.0,1232.0,996.0,2228.0,0.5529623,0.4470377,227.0,1005.0,591.0,405.0,0.1018851,0.26526031,1945.0,27608.0,7558.0,6580.0,138.0,1214.0,77.0,5151.0,1583.0,217.0,33.0,0.0,6580.0,138.0,1214.0,5151.0,0.0,0.18449847,0.020972645,0.0,3.0,0.13237081,0.78282672,50795.0,60169.0,0.11426149,0.6214391,-0.50717759,47280.0,1.0,0.0,-0.78220236,0.0,50139.0,1.0,0.45518631,496,matched (3),904.0,0.13738602,0.45518631,871,1490.0,10.225861,0.58456373
10,5.0,36005004001,0.048,44432.0,44318.0,62.0,Bronx,5.0,2.0,4001.0,536.0,5004001.0,11.567164,5.0,4001.0,40.009998,Tract,0.048,6.0,1.0,"Census Tract 40.01, Bronx County, New York",0.0,9.0,0.0,0.0,46.0,148.0,113.0,111.0,138.0,362.0,203.0,565.0,0.64070797,0.35929203,224.0,138.0,194.0,9.0,0.39646018,0.34336284,503.0,47841.0,11768.0,1550.0,188.0,330.0,370.0,457.0,190.0,0.0,0.0,0.0,1550.0,188.0,330.0,457.0,0.0,0.21290323,0.12129033,0.0,3.0,0.003870968,0.2948387,50795.0,60169.0,0.73655868,0.87473178,-0.1381731,47280.0,1.0,0.0,-0.002565719,0.0,50139.0,1.0,0.11567164,0,master only (1),62.0,0.039999999,0.11567164,6,536.0,10.775639,0.01119403
11,522.0,36005004200,0.18700001,35816.0,23523.0,63.0,Bronx,5.0,2.0,4200.0,2719.0,5004200.0,2.3170283,5.0,4200.0,42.0,Tract,0.18700001,655.0,2.0,"Census Tract 42, Bronx County, New York",0.0,74.0,165.0,90.0,346.0,1221.0,657.0,91.0,152.0,900.0,1896.0,2796.0,0.32188842,0.67811161,748.0,152.0,1657.0,239.0,0.26752505,0.59263235,2719.0,22135.0,5963.0,7599.0,154.0,3682.0,17.0,3643.0,1457.0,546.0,74.0,68.0,7599.0,154.0,3682.0,3643.0,68.0,0.48453745,0.020265825,0.0089485459,3.0,0.086195551,0.47940519,50795.0,60169.0,0.39094883,0.70510876,-0.31415993,47280.0,1.0,0.0,-0.34322649,0.0,50139.0,1.0,0.023170283,1102,matched (3),63.0,0.0082905646,0.023170283,655,1617.0,10.004915,0.40507111
12,525.0,36005004800,0.057,25168.0,24844.0,930.0,Bronx,5.0,2.0,4800.0,1327.0,5004800.0,70.082893,5.0,4800.0,48.0,Tract,0.057,950.0,18.0,"Census Tract 48, Bronx County, New York",0.0,27.0,10.0,0.0,17.0,219.0,174.0,106.0,859.0,1139.0,273.0,1412.0,0.8066572,0.19334278,280.0,859.0,236.0,37.0,0.19830029,0.16713881,1234.0,24437.0,4671.0,4024.0,62.0,734.0,162.0,3022.0,489.0,141.0,18.0,0.0,4024.0,62.0,734.0,3022.0,0.0,0.18240556,0.015407555,0.0,3.0,0.23608349,0.75099403,50795.0,60169.0,0.41290367,0.49548185,-0.082578182,47280.0,1.0,0.0,-0.01287349,0.0,50139.0,1.0,0.70082891,0,master only (1),930.0,0.23111331,0.70082891,950,1327.0,10.103853,0.71590054
13,529.0,36005005300,0.026000001,14821.0,2499.0,98.0,Bronx,5.0,2.0,5300.0,1656.0,5005300.0,5.9178743,,,,,,,,"Census Tract 53, Bronx County, New York",0.0,0.0,8.0,13.0,1226.0,159.0,104.0,11.0,92.0,207.0,1406.0,1613.0,0.1283323,0.87166768,115.0,92.0,1398.0,8.0,0.071295723,0.86670798,1302.0,16173.0,2970.0,3305.0,50.0,1738.0,0.0,1421.0,100.0,87.0,61.0,0.0,3305.0,50.0,1738.0,1421.0,0.0,0.52586991,0.015128593,0.0,3.0,,0.42995462,50795.0,60169.0,0.041533016,0.29178068,-0.25024766,47280.0,1.0,0.0,-0.83138788,0.0,50139.0,1.0,0.059178744,0,master only (1),98.0,0.029652042,0.059178744,0,1656.0,9.6910982,0.0
14,531.0,36005005902,0.027000001,36098.0,37031.0,609.0,Bronx,5.0,2.0,5902.0,1051.0,5005902.0,57.944813,5.0,5902.0,59.02,Tract,0.027000001,765.0,11.0,"Census Tract 59.02, Bronx County, New York",0.0,0.0,0.0,16.0,26.0,40.0,181.0,170.0,712.0,1063.0,82.0,1145.0,0.9283843,0.071615718,351.0,712.0,82.0,0.0,0.3065502,0.071615718,1077.0,38244.0,6717.0,2856.0,83.0,662.0,0.0,2033.0,371.0,248.0,0.0,0.0,2856.0,83.0,662.0,2033.0,0.0,0.23179272,0.029061625,0.0,3.0,0.26785713,0.71183473,50795.0,60169.0,0.61544985,0.71066052,-0.095210671,47280.0,1.0,0.0,0.025846308,0.0,50139.0,1.0,0.57944816,0,master only (1),609.0,0.21323529,0.57944816,765,1051.0,10.551742,0.72787821
15,535.0,36005006300,0.39700001,28735.0,30833.0,1226.0,Bronx,5.0,2.0,6300.0,1900.0,5006300.0,64.526314,5.0,6300.0,63.0,Tract,0.39700001,1475.0,23.0,"Census Tract 63, Bronx County, New York",0.0,15.0,8.0,3.0,94.0,125.0,162.0,256.0,1339.0,1757.0,245.0,2002.0,0.87762237,0.12237762,418.0,1339.0,222.0,23.0,0.20879121,0.11088911,1829.0,33809.0,5627.0,4480.0,133.0,1008.0,387.0,2893.0,1159.0,202.0,22.0,10.0,4480.0,133.0,1008.0,2893.0,10.0,0.22499999,0.0296875,0.002232143,3.0,0.32924107,0.64575893,50795.0,60169.0,0.51243997,0.5657053,-0.053265333,47280.0,1.0,0.0,0.073012009,0.0,50139.0,1.0,0.64526314,0,master only (1),1226.0,0.27366072,0.64526314,1475,1900.0,10.428482,0.77631581
16,9.0,36005006400,0.063000001,42596.0,53750.0,220.0,Bronx,5.0,2.0,6400.0,1311.0,5006400.0,16.781084,5.0,6400.0,64.0,Tract,0.063000001,315.0,7.0,"Census Tract 64, Bronx County, New York",0.0,9.0,61.0,35.0,185.0,294.0,192.0,32.0,641.0,865.0,584.0,1449.0,0.59696341,0.40303656,224.0,641.0,514.0,70.0,0.15458937,0.35472739,1238.0,27048.0,9137.0,3565.0,156.0,1174.0,208.0,1916.0,500.0,66.0,30.0,9.0,3565.0,156.0,1174.0,1916.0,9.0,0.32931277,0.043758765,0.002524544,3.0,0.088359043,0.53744739,50795.0,60169.0,0.89331716,0.83858645,0.054730713,47280.0,1.0,0.0,0.26185557,1.0,50139.0,1.0,0.16781083,0,master only (1),220.0,0.06171108,0.16781083,315,1311.0,10.205368,0.24027459
17,536.0,36005006500,0.101,21119.0,2499.0,577.0,Bronx,5.0,2.0,6500.0,1814.0,5006500.0,31.808159,5.0,6500.0,65.0,Tract,0.101,763.0,35.0,"Census Tract 65, Bronx County, New York",0.0,305.0,63.0,294.0,321.0,127.0,158.0,164.0,566.0,888.0,1110.0,1998.0,0.44444445,0.55555558,322.0,566.0,742.0,368.0,0.16116115,0.37137136,1905.0,21959.0,3920.0,5847.0,254.0,2090.0,35.0,3424.0,513.0,117.0,0.0,4.0,5847.0,254.0,2090.0,3424.0,4.0,0.35744825,0.04344108,0.00068411202,3.0,0.13049427,0.58559948,50795.0,60169.0,0.041533016,0.41576928,-0.37423626,47280.0,1.0,0.0,-0.88167053,0.0,50139.0,1.0,0.31808159,0,master only (1),577.0,0.098683089,0.31808159,763,1814.0,9.996932,0.42061743
18,537.0,36005006700,0.082000002,16745.0,8828.0,753.0,Bronx,5.0,2.0,6700.0,2287.0,5006700.0,32.925228,5.0,6700.0,67.0,Tract,0.082000002,678.0,34.0,"Census Tract 67, Bronx County, New York",0.0,133.0,77.0,29.0,131.0,139.0,585.0,258.0,1073.0,1916.0,509.0,2425.0,0.79010308,0.20989691,843.0,1073.0,299.0,210.0,0.34762886,0.12329897,2337.0,21443.0,2890.0,7782.0,154.0,2112.0,0.0,5137.0,858.0,842.0,108.0,14.0,7782.0,154.0,2112.0,5137.0,14.0,0.27139553,0.019789258,0.001799023,3.0,0.087124132,0.6601131,50795.0,60169.0,0.14672007,0.32965842,-0.18293835,47280.0,1.0,0.0,-0.47279784,0.0,50139.0,1.0,0.3292523,1244,matched (3),753.0,0.096761756,0.3292523,678,1043.0,9.9731531,0.65004796
19,538.0,36005006900,0.072999999,21316.0,9837.0,332.0,Bronx,5.0,2.0,6900.0,2558.0,5006900.0,12.978889,5.0,6900.0,69.0,Tract,0.072999999,864.0,23.0,"Census Tract 69, Bronx County, New York",41.0,704.0,127.0,46.0,242.0,295.0,394.0,436.0,465.0,1295.0,1455.0,2750.0,0.47090909,0.52909088,830.0,465.0,583.0,872.0,0.30181819,0.212,2592.0,19824.0,7198.0,7769.0,85.0,2921.0,120.0,4545.0,702.0,601.0,61.0,0.0,7769.0,85.0,2921.0,4545.0,0.0,0.37598145,0.010940919,0.0,3.0,0.11121123,0.58501738,50795.0,60169.0,0.16348951,0.4196476,-0.25615811,47280.0,1.0,0.0,-0.53851569,0.0,50139.0,1.0,0.12978889,868,matched (3),332.0,0.042733941,0.12978889,864,1690.0,9.8946486,0.51124263
20,539.0,36005007000,0.079000004,46313.0,40417.0,308.0,Bronx,5.0,2.0,7000.0,1492.0,5007000.0,20.643431,5.0,7000.0,70.0,Tract,0.079000004,131.0,8.0,"Census Tract 70, Bronx County, New York",0.0,11.0,265.0,90.0,56.0,71.0,262.0,41.0,626.0,929.0,493.0,1422.0,0.65330523,0.3466948,303.0,626.0,217.0,276.0,0.21308017,0.15260197,1302.0,33712.0,9164.0,4646.0,86.0,1067.0,352.0,2896.0,852.0,99.0,0.0,77.0,4646.0,86.0,1067.0,2896.0,77.0,0.22965993,0.018510547,0.016573396,3.0,0.028196298,0.6233319,50795.0,60169.0,0.67172462,0.91176295,-0.24003834,47280.0,1.0,0.0,-0.12730767,0.0,50139.0,1.0,0.20643431,0,master only (1),308.0,0.066293582,0.20643431,131,1492.0,10.42561,0.087801605
21,541.0,36005007200,0.082000002,39638.0,16000.0,646.0,Bronx,5.0,2.0,7200.0,1762.0,5007200.0,36.662884,5.0,7200.0,72.0,Tract,0.082000002,757.0,17.0,"Census Tract 72, Bronx County, New York",0.0,18.0,0.0,26.0,145.0,247.0,154.0,183.0,1060.0,1397.0,436.0,1833.0,0.76213855,0.23786142,337.0,1060.0,418.0,18.0,0.18385161,0.22804146,1726.0,44844.0,9555.0,5981.0,252.0,826.0,1181.0,3308.0,711.0,228.0,0.0,0.0,5981.0,252.0,826.0,3308.0,0.0,0.13810399,0.042133421,0.0,3.0,0.12656747,0.55308479,50795.0,60169.0,0.26591766,0.78035241,-0.51443475,47280.0,1.0,0.0,-0.59634691,0.0,50139.0,1.0,0.36662883,0,master only (1),646.0,0.1080087,0.36662883,757,1762.0,10.710945,0.42962542
22,11.0,36005007300,0.054000001,26364.0,9408.0,367.0,Bronx,5.0,2.0,7300.0,1282.0,5007300.0,28.627146,5.0,7300.0,73.0,Tract,0.054000001,764.0,17.0,"Census Tract 73, Bronx County, New York",30.0,171.0,24.0,28.0,34.0,100.0,302.0,158.0,565.0,1025.0,387.0,1412.0,0.72592068,0.27407932,460.0,565.0,162.0,225.0,0.32577905,0.11473088,1332.0,20678.0,5175.0,3735.0,25.0,1179.0,0.0,2465.0,305.0,214.0,0.0,0.0,3735.0,25.0,1179.0,2465.0,0.0,0.31566265,0.006693441,0.0,3.0,0.20455153,0.6599732,50795.0,60169.0,0.15635958,0.51902747,-0.36266789,47280.0,1.0,0.0,-0.64314973,0.0,50139.0,1.0,0.28627145,504,matched (3),367.0,0.098259702,0.28627145,764,778.0,9.9368258,0.98200512
23,543.0,36005007500,0.088,24291.0,20227.0,631.0,Bronx,5.0,2.0,7500.0,1580.0,5007500.0,39.93671,5.0,7500.0,75.0,Tract,0.088,933.0,15.0,"Census Tract 75, Bronx County, New York",212.0,125.0,159.0,229.0,106.0,115.0,354.0,108.0,568.0,1030.0,946.0,1976.0,0.52125508,0.47874495,462.0,568.0,450.0,496.0,0.23380567,0.22773279,1863.0,22055.0,2733.0,4932.0,92.0,1705.0,0.0,3135.0,559.0,394.0,0.0,0.0,4932.0,92.0,1705.0,3135.0,0.0,0.34570155,0.018653691,0.0,3.0,0.18917274,0.63564479,50795.0,60169.0,0.33616978,0.47821635,-0.14204657,47280.0,1.0,0.0,-0.16730477,0.0,50139.0,1.0,0.39936709,618,matched (3),631.0,0.12793998,0.39936709,933,962.0,10.001294,0.96985447
24,544.0,36005007600,0.083999999,40919.0,45417.0,686.0,Bronx,5.0,2.0,7600.0,1723.0,5007600.0,39.814278,5.0,7600.0,76.0,Tract,0.083999999,613.0,15.0,"Census Tract 76, Bronx County, New York",0.0,87.0,25.0,69.0,34.0,208.0,210.0,196.0,971.0,1377.0,423.0,1800.0,0.76499999,0.235,406.0,971.0,311.0,112.0,0.22555555,0.17277777,1624.0,41983.0,9393.0,5853.0,195.0,1045.0,433.0,3861.0,1036.0,304.0,29.0,0.0,5853.0,195.0,1045.0,3861.0,0.0,0.17854092,0.033316247,0.0,3.0,0.10473262,0.65966171,50795.0,60169.0,0.75482392,0.80557144,-0.050747514,47280.0,1.0,0.0,0.10992449,1.0,50139.0,1.0,0.39814278,0,master only (1),686.0,0.11720485,0.39814278,613,1723.0,10.64502,0.35577482
25,545.0,36005007800,0.119,38150.0,31875.0,476.0,Bronx,5.0,2.0,7800.0,2082.0,5007800.0,22.862633,5.0,7800.0,78.0,Tract,0.119,819.0,16.0,"Census Tract 78, Bronx County, New York",0.0,191.0,62.0,0.0,67.0,672.0,307.0,181.0,747.0,1235.0,992.0,2227.0,0.55455768,0.44544229,488.0,747.0,739.0,253.0,0.21912888,0.33183655,2004.0,34095.0,15828.0,6868.0,332.0,1312.0,648.0,4363.0,926.0,304.0,0.0,0.0,6868.0,332.0,1312.0,4363.0,0.0,0.19103087,0.048340127,0.0,3.0,0.11924869,0.63526499,50795.0,60169.0,0.52975786,0.75105816,-0.2213003,47280.0,1.0,0.0,-0.16448231,0.0,50139.0,1.0,0.22862633,0,master only (1),476.0,0.069306932,0.22862633,819,2082.0,10.436906,0.39337176
26,547.0,36005008300,0.082999997,25172.0,12955.0,673.0,Bronx,5.0,2.0,8300.0,1964.0,5008300.0,34.266804,5.0,8300.0,83.0,Tract,0.082999997,1032.0,43.0,"Census Tract 83, Bronx County, New York",0.0,148.0,192.0,82.0,124.0,70.0,249.0,85.0,1222.0,1556.0,616.0,2172.0,0.71639043,0.28360957,334.0,1222.0,276.0,340.0,0.15377532,0.12707183,2063.0,19409.0,5883.0,5974.0,30.0,1011.0,0.0,4893.0,589.0,753.0,12.0,6.0,5974.0,30.0,1011.0,4893.0,6.0,0.16923334,0.0050217612,0.001004352,3.0,0.17274858,0.81904924,50795.0,60169.0,0.21531022,0.49556059,-0.28025037,47280.0,1.0,0.0,-0.48534086,0.0,50139.0,1.0,0.34266803,0,master only (1),673.0,0.11265483,0.34266803,1032,1964.0,9.8734922,0.52545828
27,548.0,36005008400,0.061000001,69722.0,250001.0,51.0,Bronx,5.0,2.0,8400.0,714.0,5008400.0,7.1428571,,,,,,,,"Census Tract 84, Bronx County, New York",0.0,144.0,21.0,33.0,182.0,232.0,49.0,35.0,68.0,152.0,612.0,764.0,0.19895288,0.80104715,84.0,68.0,447.0,165.0,0.10994764,0.58507854,704.0,52234.0,12379.0,2447.0,38.0,724.0,32.0,1521.0,326.0,229.0,32.0,0.0,2447.0,38.0,724.0,1521.0,0.0,0.29587251,0.015529219,0.0,3.0,,0.62157744,50795.0,60169.0,4.1549802,1.3726155,2.7823648,47280.0,0.0,0.0,2.5856831,0.0,50139.0,0.0,0.071428575,2,matched (3),51.0,0.020841846,0.071428575,0,712.0,10.863489,0.0
28,13.0,36005008500,0.07,25783.0,26250.0,697.0,Bronx,5.0,2.0,8500.0,1659.0,5008500.0,42.01326,5.0,8500.0,85.0,Tract,0.07,857.0,23.0,"Census Tract 85, Bronx County, New York",28.0,144.0,125.0,7.0,88.0,104.0,87.0,243.0,1098.0,1428.0,496.0,1924.0,0.74220371,0.25779626,330.0,1098.0,199.0,297.0,0.17151767,0.10343035,1727.0,24583.0,6559.0,6324.0,48.0,1159.0,65.0,5027.0,692.0,248.0,0.0,0.0,6324.0,48.0,1159.0,5027.0,0.0,0.18327008,0.0075901332,0.0,3.0,0.1355155,0.79490829,50795.0,60169.0,0.43627116,0.50758934,-0.071318179,47280.0,1.0,0.0,0.01811271,0.0,50139.0,1.0,0.42013261,0,master only (1),697.0,0.11021505,0.42013261,857,1659.0,10.109811,0.51657623
29,550.0,36005008700,0.082000002,24808.0,2499.0,589.0,Bronx,5.0,2.0,8700.0,1677.0,5008700.0,35.122242,5.0,8700.0,87.0,Tract,0.082000002,1201.0,46.0,"Census Tract 87, Bronx County, New York",96.0,144.0,127.0,138.0,133.0,175.0,168.0,166.0,792.0,1126.0,813.0,1939.0,0.58071172,0.41928831,334.0,792.0,446.0,367.0,0.17225374,0.23001547,1845.0,28875.0,3876.0,6406.0,175.0,1253.0,0.0,4970.0,783.0,273.0,0.0,0.0,6406.0,175.0,1253.0,4970.0,0.0,0.19559787,0.027318139,0.0,3.0,0.18748049,0.77583516,50795.0,60169.0,0.041533016,0.48839453,-0.44686151,47280.0,1.0,0.0,-0.89926636,0.0,50139.0,1.0,0.35122243,120,matched (3),589.0,0.091945052,0.35122243,1201,1557.0,10.270731,0.77135515
30,552.0,36005009000,0.375,24129.0,28167.0,43.0,Bronx,5.0,2.0,9000.0,1167.0,5009000.0,3.6846616,,,,,,,,"Census Tract 90, Bronx County, New York",0.0,26.0,0.0,0.0,110.0,352.0,483.0,69.0,185.0,737.0,488.0,1225.0,0.60163265,0.39836735,552.0,185.0,462.0,26.0,0.45061225,0.37714285,1162.0,27802.0,4520.0,3824.0,138.0,1010.0,152.0,2493.0,1190.0,351.0,5.0,0.0,3824.0,138.0,1010.0,2493.0,0.0,0.26412135,0.036087867,0.0,3.0,,0.65193516,50795.0,60169.0,0.46813142,0.47502708,-0.0068956609,47280.0,1.0,0.0,0.16735049,1.0,50139.0,1.0,0.036846615,1012,matched (3),43.0,0.01124477,0.036846615,0,155.0,10.232863,0.0
31,14.0,36005009200,0.119,45625.0,56875.0,338.0,Bronx,5.0,2.0,9200.0,1783.0,5009200.0,18.956814,5.0,9200.0,92.0,Tract,0.119,864.0,23.0,"Census Tract 92, Bronx County, New York",0.0,18.0,25.0,138.0,53.0,123.0,301.0,318.0,922.0,1541.0,357.0,1898.0,0.81190729,0.18809272,619.0,922.0,314.0,43.0,0.32613277,0.1654373,1728.0,42708.0,13278.0,5397.0,162.0,698.0,806.0,3430.0,738.0,32.0,8.0,0.0,5397.0,162.0,698.0,3430.0,0.0,0.12933111,0.030016676,0.0,3.0,0.16008894,0.63553828,50795.0,60169.0,0.94525421,0.89821833,0.047035873,47280.0,1.0,0.0,0.24657534,1.0,50139.0,1.0,0.18956815,0,master only (1),338.0,0.062627383,0.18956815,864,1783.0,10.662142,0.48457655
